ssn,trans_num,merchant,amt,is_fraud,time
1000-4684953-6,14a06e020d7d5e1e6688f6e9954f7884,Lazada,1041.11,1,2020-07-23 23:33:24
1000-4684953-6,5fdd57406d2ac63338550c19e8cc3ede,Robinsons,918.22,1,2020-07-23 23:59:33
1000-5791712-7,060bbab7b53c60a429fcc65519de8b3a,MedStoreRx,748.88,1,2020-11-02 03:05:31
1000-5791712-7,c92be2435898057c2b323986a07bdb9a,Carousell,873.88,1,2020-11-02 21:18:10
1000-5791712-7,2276917573dcc574914e673fe7520e0e,eBay,1190.26,1,2020-11-02 22:21:23
1000-5791712-7,360cd980c274a39b39e31246377da87a,Kimstore,810.89,1,2020-11-02 22:25:12
1000-5791712-7,ca18add90886313ad2e8447571297516,OLX,889.36,1,2020-11-02 22:39:12
1000-5791712-7,08c386c821ff3a540fc3d4b92ac62369,Robinsons Retail Holdings Inc,830.01,1,2020-11-03 15:08:35
1000-5791712-7,edfeac14d8c70346345b7581fe247e1a,Ensogo,726.27,1,2020-11-03 22:05:08
1000-5791712-7,fca37ace5b5f979e34e0e4590f55229f,Argomall,1039.16,1,2020-11-03 22:06:09
1000-5791712-7,ad208485ec5718ae3d9a5f8cc7a5583f,Rustan Group,658.17,1,2020-11-03 23:00:31
1000-5791712-7,e04fdbf33db9cd69ee7369b3fb516538,Gaisano Grand Group,786.78,1,2020-11-03 23:08:53
1000-5791712-7,5156459c075fd31db2b551b1a14c193d,PoundIt,790.61,1,2020-11-03 23:42:25
1000-5858053-9,9d1f0467351896f874d0557268b78856,Metro Retail Stores Group,323.99,1,2021-11-05 01:54:12
1000-5858053-9,a8445e02a7af1ee570b13b1440c6fe57,Philippine Educational Theater Association,551.56,1,2021-11-05 03:53:50
1000-5858053-9,3e0bd62e114de68ef05627cc1048bf59,SilanganFit,17.67,1,2021-11-05 16:23:57
1000-5858053-9,6d55c50aa9b5e416ddaa944381129461,Goldilocks Bakeshop Inc,127.16,1,2021-11-05 22:27:50
1000-5858053-9,c837ffe8cc8cb28119da9feb0952361f,Johnson & Johnson (Philippines) Inc.,19.88,1,2021-11-05 22:43:18
1000-5858053-9,2ec1d0b98fb6d652aceca610dae159ee,Bioresearch,17.31,1,2021-11-05 23:05:26
1000-5858053-9,a3473a48703d092bde93aeb38452096e,Johnson & Johnson (Philippines) Inc.,18.39,1,2021-11-05 23:42:55
1001-6357586-6,55323c255d6fbbd5d6ed5d311c92ca84,SM Retail Inc,778.14,1,2021-04-14 01:23:40
1001-6357586-6,3f48608cab55e0bc71d598812af80646,Toby's Sports,8.26,1,2021-04-14 02:27:08
1001-6357586-6,4fdaa32c6826f46119d17f2db80f9b17,Kultura,884.35,1,2021-04-14 02:54:47
1001-6357586-6,ea4816892725aa01b3aecd9e23b4c489,KCC Supermarket,372.59,1,2021-04-14 06:20:59
1001-6357586-6,bacaf83e8e63528c94993ea1568acbde,The Moment Group,126.0,1,2021-04-15 03:21:19
1001-6357586-6,00b02d040f16813be631c0c72db749be,DealGrocer,827.07,1,2021-04-15 07:53:35
1001-6357586-6,9c708142ca2f3df9bfb671fca83c4f4b,Pound for Pound Fitness,18.03,1,2021-04-15 23:51:53
1001-6357586-6,879c536dbbeb2bef3eb496c04fed59e9,Ikea,237.56,1,2021-04-15 23:52:46
1004-5481440-2,1e1617074984cb0162b193b854a35acf,Debenhams,801.78,1,2021-08-15 03:24:09
1004-5481440-2,c7f097428fa2ff7c486acb01d2b6b434,Robinsons,870.19,1,2021-08-15 06:49:28
1004-5481440-2,e5fe1717b5a889d4d136c42757231651,Sawasdee Marketing Corp,208.32,1,2021-08-15 22:06:15
1005-6281779-3,9d2c160bcf39fdd47e1dedd0b24f62bf,All Day Supermarket,287.54,1,2020-12-10 00:45:05
1005-6281779-3,9871410f80e8c3782a0500f27803b6a8,Centrum Fuel,11.76,1,2020-12-10 02:19:39
1005-6281779-3,92f697b47713561984a82f885c8d5ec8,Metro Retail Stores Group,316.32,1,2020-12-10 02:56:46
1005-6281779-3,5fbd9ab96e0b1742a15fbba145114932,BeautyMNL,942.52,1,2020-12-10 22:10:10
1005-6281779-3,18bd8cb7607e96c93393657c1fbb1e11,Carousell,921.77,1,2020-12-10 23:10:18
1005-6281779-3,ce67891ae336a39cbdd436f18514a3c8,S&R Membership Shopping,254.42,1,2020-12-11 00:54:22
1005-6281779-3,9e0987c30cb6c079017ea0ea82e88ce9,Petron Corporation,9.55,1,2020-12-11 01:49:36
1005-6281779-3,04eabc739caae65803adc60f116f673c,All Day Supermarket,293.69,1,2020-12-11 02:59:18
1005-6281779-3,512eb56692584365609be0dd688e6d16,KCC Supermarket,354.33,1,2020-12-11 06:27:33
1005-6281779-3,cb5a434ca6e435f4a8329450a8d61463,O Shopping,876.43,1,2020-12-11 14:20:14
1005-6281779-3,d986312dab461a5fcaa2770957cc0aa8,Lazada,1047.4,1,2020-12-11 22:19:43
1005-6281779-3,c1834caa26c51b2772e9c5ba8a2236d2,Carousell,1056.21,1,2020-12-11 22:22:04
1005-6281779-3,08a70b2f85b10b20052c0b65f5787d3f,Zalora,979.51,1,2020-12-11 22:42:54
1005-6281779-3,c4887ec0c767eae53d8d1c9e808994c6,Toby's Sports,9.26,1,2020-12-11 23:22:34
1005-6281779-3,08c9268511b26687bc19cf54903375c1,The Moment Group,123.6,1,2020-12-11 23:27:06
1005-6281779-3,7c91285cd0444f0fa20027f6893b8692,Carousell,879.86,1,2020-12-11 23:30:20
1006-5111562-7,a1e427ae7a76f030ee1b209163e840c1,Ptt Philippines Corporation,7.86,1,2020-08-23 00:06:58
1006-5111562-7,5b46e05026bc25293f0906095492988b,S&R Membership Shopping,292.95,1,2020-08-23 01:28:55
1006-5111562-7,34dbf28ddf87fedffa9c108eb5600f56,Unioil Petroleum Philippines Inc.,10.59,1,2020-08-23 03:46:17
1006-5111562-7,9f808daa27da6a7ff9449a00530a6892,Innisfree,21.23,1,2020-08-23 22:18:29
1006-5111562-7,19bf5858364dcaca50eddbcd4d2a6bc7,FiveStar,11.47,1,2020-08-23 22:25:43
1006-5111562-7,a9d6363d5ec8fdea5f6ae5cac9f30da7,MedStoreRx,860.18,1,2020-08-23 23:12:03
1006-5111562-7,53520bfb5260991b6b2e955b23ad6c3e,Centrum Fuel,10.23,1,2020-08-24 00:38:34
1006-5111562-7,2f266de8a3a4ab9adbf3a85b236101ee,Rustans Supermarket,299.54,1,2020-08-24 01:19:05
1006-5111562-7,0c3e8d323518b7e74edb5adc120496dc,Carousell,1190.0,1,2020-08-24 22:02:46
1009-2571307-2,b6307c00e40743341c12ee91d5e11b5d,Liquigaz Philippines Corp.,11.1,1,2020-11-25 00:15:17
1009-2571307-2,fb7842fb56b0661f312ea132ebf8b257,Typo,7.68,1,2020-11-25 01:32:24
1009-2571307-2,7eb3280695e0bec378e461ede9152a47,Landers,336.7,1,2020-11-25 02:47:16
1009-2571307-2,39d4d9dd394dab96325468b535ab61b9,Goldilocks Bakeshop Inc,118.37,1,2020-11-25 03:05:43
1009-2571307-2,9f81e68249dc5f5ad7ce603609232d3a,Mandaue Foam Industries Corp,213.55,1,2020-11-25 22:50:25
1009-2571307-2,e9e166fbf0ebb672658928716d15faf3,Carousell,959.29,1,2020-11-26 01:44:42
1009-2571307-2,123cd16c2233fa74c81d1b087b0d40e7,SeaOil Philippines Inc.,11.76,1,2020-11-26 03:20:41
1009-2571307-2,f81b8967b4799488428348fd6cf3b8cf,Mary Kay Philippines,18.87,1,2020-11-26 23:08:36
1012-2140437-0,1c65455ec63f089f961450568496a3b2,Total SE,9.72,1,2020-05-20 00:05:04
1012-2140437-0,4e657389625d038748a005f91ba552da,Carlo Pacific,628.09,1,2020-05-20 01:26:21
1012-2140437-0,d3c5fd44a56c7892ec41077a7139d897,Pioneer Center Supermarket,301.32,1,2020-05-20 02:31:01
1012-2140437-0,3822873782b12b8af7fc0e99a79b6430,Kimstore,781.51,1,2020-05-20 04:53:06
1012-2140437-0,02a4f6d61eb21e19bdc184c58e22973a,Pilipinas Shell,13.57,1,2020-05-21 00:40:09
1012-2140437-0,badfb998f25c93d4c1a0bfc863030959,Pioneer Center Supermarket,301.27,1,2020-05-21 02:01:05
1012-2140437-0,e845022c7ad7f9268bfdd8132f1e4123,Ensogo,682.23,1,2020-05-21 02:45:17
1012-2140437-0,3b7ca57f89e451a570160c93d425c5f4,Landers,312.47,1,2020-05-21 08:12:37
1012-2140437-0,e4f6bf902c49869e0a3338a5de666155,BeautyMNL,1108.46,1,2020-05-21 12:46:29
1012-2140437-0,59e8f22c695dec7f84624c1c41e2c819,SM Store,1058.86,1,2020-05-21 23:29:06
1013-9407293-4,90dbf3f20f7aeba6aa558004d89930e0,Lazada,1020.89,1,2020-12-13 00:09:07
1013-9407293-4,6fb6ba7abfc60c4a213f3c4e92787f25,Robinsons Retail Holdings Inc,358.55,1,2020-12-13 02:33:43
1013-9407293-4,082d6107602a5d0de8ab8f0d2f4049d2,Rebel Yoga,18.64,1,2020-12-13 12:41:07
1013-9407293-4,23ff54d6877b4d922f76e0a23300e204,AirAsia,9.03,1,2020-12-13 15:25:54
1013-9407293-4,b2579da48f658a7d3c626a7c90dab2b0,Rebel Yoga,20.42,1,2020-12-13 22:26:39
1015-6957951-2,85043285f7d800819e779342a7d82102,"Altisima Energy, Inc.",8.18,1,2021-01-10 00:09:10
1015-6957951-2,862faa2af00c728a37ff33e4465a1d01,Argomall,924.57,1,2021-01-10 20:07:29
1015-6957951-2,f2f174bf9e0b91c768f79c04be667d18,Gaisano Grand Group,786.65,1,2021-01-10 22:39:06
1015-6957951-2,56812b1dcdcccfac7e3a27a13ed06e13,Marks and Spencer,902.31,1,2021-01-10 22:50:41
1015-6957951-2,cfef1075ded0c34a70f009024d668f72,Rustan's,1069.37,1,2021-01-10 22:57:18
1015-6957951-2,0426e6ae9c4b9d142ae8093988777212,PoundIt,1139.57,1,2021-01-10 23:53:16
1015-6957951-2,b0a0ee46a85ca1f1dd9e16a7ab92ffe2,Lamudi,825.12,1,2021-01-11 01:23:56
1015-6957951-2,a4425294b7ca81a0ec2bc40d01c7b911,Unimart,306.73,1,2021-01-11 02:51:53
1015-6957951-2,aba97f41adb2c9a187c79d9575e484da,Zalora,1206.14,1,2021-01-11 23:07:59
1015-6957951-2,6463a5953aa01d524db81fb5dd94b647,MetroDeal,1017.6,1,2021-01-11 23:50:44
1016-7587763-0,7effd400178d0b2d486e034e0f333faa,Landmark Supermarket,275.84,1,2020-04-09 01:46:24
1016-7587763-0,3d47e782f26aae6908978e3eaea82d2d,KCC Supermarket,273.35,1,2020-04-09 03:26:43
1016-7587763-0,2b2d4fc6f27d838e75fb8e61b337d7c9,Unioil Petroleum Philippines Inc.,6.91,1,2020-04-09 03:56:08
1016-7587763-0,80fa2b930fc3c460bf014184fd834b37,True Value,776.69,1,2020-04-09 22:17:37
1016-7587763-0,2c9bae3e0dc50960a69443b0e469a3e5,Procter & Gamble Philippines Inc.,16.04,1,2020-04-09 23:01:19
1016-7587763-0,e213b6ad112d7766cbba6e67d9d6d05a,Ubuy Co.,833.69,1,2020-04-09 23:14:21
1016-7587763-0,a8fa539dd55f9eeec5b976e3d346f407,National Bookstore,760.19,1,2020-04-10 22:02:54
1016-7587763-0,e2561b8b62e26a300515291db1069f00,Shopee,928.66,1,2020-04-10 22:07:25
1016-7587763-0,c9a672bc620a015724f7e5ce000dd670,MetroDeal,1053.68,1,2020-04-10 22:11:01
1016-7587763-0,71c7f92617c124a4695cd78eaafa7569,Japan Home Center,744.64,1,2020-04-10 22:11:40
1018-7918225-8,36ab46bce5fbfddc77ce3a74868ada96,OLX,873.68,1,2021-09-24 01:14:32
1018-7918225-8,d9f776fefa8320e1189caf503e82f81f,Medslane,824.58,1,2021-09-24 02:18:08
1018-7918225-8,7a0df51a906cf84b44c9b03f02003c77,MedStoreRx,784.04,1,2021-09-24 02:40:38
1018-7918225-8,8b6eee4673c0212bce63f09234e82b45,True Value,833.1,1,2021-09-24 23:35:41
1018-7918225-8,16688670bd9411fe79213a4a38a55c4e,Liquigaz Philippines Corp.,9.25,1,2021-09-25 00:39:36
1018-7918225-8,16a367f094974e0a3ef69b144e38824d,ZAFUL Philippines,840.02,1,2021-09-25 02:57:23
1018-7918225-8,bb24d51c39efd147cf7706a9702c6522,SeaOil Philippines Inc.,9.54,1,2021-09-25 03:22:42
1018-7918225-8,2c957dacf70b2ce347ee43dd2c3cc393,SeaOil Philippines Inc.,10.53,1,2021-09-25 07:59:29
1018-7918225-8,cf57cf9b01cfaa54193a0dd6c2a2d92a,Lazada,895.45,1,2021-09-25 22:18:17
1018-7918225-8,2da40f15c35ae464872147a9adad134c,PoundIt,892.43,1,2021-09-25 22:54:20
1018-7918225-8,031bb6aba2745ff3f9105dc18eb8c5a3,Suyen Corporation,8.72,1,2021-09-25 23:27:36
1021-0879103-0,7e5b14a7af163d6658d333f471b28d48,McDonalds Corp,115.43,1,2020-04-17 00:00:00
1021-0879103-0,7497082524061cc179d42e50784fd447,Robinsons Retail Holdings Inc,326.76,1,2020-04-17 00:15:23
1021-0879103-0,1559c8404f0b676f91196ee2f2417428,Comic Alley,8.36,1,2020-04-17 01:42:41
1021-0879103-0,cba8f1745b8ee89af7571a17643d68e1,Puregold Price Club Inc,349.74,1,2020-04-17 02:07:45
1021-0879103-0,48e092b8269932bdc18d130bc6094259,Total SE,7.48,1,2020-04-17 02:12:56
1021-0879103-0,b167424a9aacfedcf933431024aaa0b4,Pioneer Center Supermarket,369.67,1,2020-04-17 02:55:26
1021-0879103-0,5bf1796f560db4747c09d00586386e5f,Uratex Philippines,245.89,1,2020-04-17 22:16:58
1021-0879103-0,f4ec08a1e9385304d6ffa58add999925,SM Retail Inc,246.47,1,2020-04-17 23:05:11
1021-0879103-0,f1b0d920312bc7b0cd55ed34fb1a73a7,Landmark Supermarket,378.69,1,2020-04-18 00:25:39
1021-0879103-0,4c47eba95f0c2fc7d00c780ce389f032,Max's Group Inc,111.63,1,2020-04-18 00:57:03
1021-0879103-0,c1669c5516d655676259bab0c2685f88,Landers,335.09,1,2020-04-18 01:21:29
1021-0879103-0,814c372230d6e992cc2803688598c1f7,Rustan's,952.48,1,2020-04-18 03:11:36
1021-6146908-3,adb334ca1f68a7063d6683f2bff41a7f,Waltermart Supermarket Inc,411.22,1,2020-11-29 02:18:42
1021-6146908-3,a2229b165044d88042fc69de805be76e,Puregold Price Club Inc,334.92,1,2020-11-30 00:25:01
1021-6146908-3,0f6403b7b5aea1e6ab3bc0a0e908e76d,Tier One Entertainment,521.34,1,2020-11-30 02:31:10
1021-6146908-3,0a2943205651455b5fe5776133b5e249,Tupperware Brands Philippines,238.69,1,2020-11-30 23:28:10
1029-5075303-3,489a98e1d95ea6003764c3fd8dbdfd08,Pioneer Center Supermarket,296.12,1,2021-03-12 02:12:43
1029-5075303-3,2b9b9669d802a5e9316143ad67c15c78,CleanFuel Philippines,10.18,1,2021-03-12 02:51:32
1029-5075303-3,ab7e61ec1296f1450bfb3831e226d1b2,Carmudi,675.82,1,2021-03-12 22:00:20
1029-5075303-3,8780b7a040bdcc436b23769b1f39adf8,Marks and Spencer,787.23,1,2021-03-12 22:32:43
1029-5075303-3,93bf59fa5391cb1f66469422086ac941,Carousell,939.98,1,2021-03-12 22:50:42
1029-5075303-3,4a5a26aa1d4bd7dbd48a9ce0146619ff,MedStoreRx,962.26,1,2021-03-12 22:55:10
1029-5075303-3,25b854050ef1750181d9b6580e435d8c,TV5 Network Incorporated,513.4,1,2021-03-12 23:49:05
1029-5075303-3,87a07ff84e187966d368e9f46bde913f,Ever Supermarket,289.72,1,2021-03-13 02:10:26
1029-5075303-3,a990ce0a5fa4291fc456a8f1eabf7e83,Kimstore,832.22,1,2021-03-13 02:41:50
1029-5075303-3,318182308cbc8809b8296fc47e5794a5,Zalora,903.68,1,2021-03-13 22:02:54
1029-5075303-3,2505d52bef9c5cbd8c2431a8a2517b02,OLX,777.12,1,2021-03-13 22:48:37
1029-5075303-3,f97ec621b995ccea945ce1851889da14,Robinsons,1035.31,1,2021-03-13 23:36:12
1031-3401931-0,7516de674a525887502cefdb485881fb,Marks and Spencer,716.93,1,2020-05-14 01:24:48
1031-3401931-0,eb0bb87787c71418a0cad59fbf3b09e3,Stage Act Philippines Production Company,467.05,1,2020-05-14 03:17:11
1031-3401931-0,d079fdf655b581644d35f4f2e67f59ac,Philippine Educational Theater Association,516.33,1,2020-05-14 07:44:46
1031-3401931-0,6d0f34c0d064eee1c37c3b207d8dd76c,Bioresearch,18.61,1,2020-05-14 22:33:44
1031-3401931-0,0bdd9c07ed7f216f2f6f3322786a533a,Yum! Brands Inc,122.18,1,2020-05-14 22:47:12
1031-3401931-0,cb7cdd28bcbefea608380c77791dd9e3,Kimberly Clarke,18.45,1,2020-05-14 23:32:26
1031-3401931-0,63341c75cbbbe4fadb976a7a73d4b6b3,Viva Entertainment,528.85,1,2020-05-15 01:50:16
1031-3401931-0,eb33a6f35eb29cd82be96387b277831b,O Shopping,1354.73,1,2020-05-15 02:02:53
1031-3401931-0,61de2bf35b295d82b7928d95f32a278d,SM Store,1132.9,1,2020-05-15 02:03:15
1031-3401931-0,ecaf0c57b8af6792da667b1b888017e2,National Bookstore,795.18,1,2020-05-15 02:13:47
1031-3401931-0,b91b23c418468915f8b19437729b19b3,Starmedia Entertainment,531.45,1,2020-05-15 03:17:18
1031-3401931-0,cf6c5df49d0089a1004ad9eaeebdc393,ABS-CBN Corporation,500.9,1,2020-05-15 03:43:04
1031-3401931-0,b4bdff43b6122ad38bc77c50fc8e87d9,Happy Foods Group,117.15,1,2020-05-15 10:50:42
1031-3401931-0,a922f032ebbf71377a76c5fd3b60cd07,Bow & Wow,21.32,1,2020-05-15 12:09:56
1031-3401931-0,22165a7d7f2b1ae0710f3704c99ba08a,Iams Co,22.51,1,2020-05-15 22:26:08
1031-3401931-0,9f7231153438658f84577f611f223823,Splash Corp.,17.96,1,2020-05-15 23:03:54
1033-3915083-6,09305e6e565920bbcaf84b3cf7d15e4e,S&R Membership Shopping,289.57,1,2021-03-31 01:18:15
1033-3915083-6,ebf5f162103dd864ae30d069372d0126,Unimart,291.3,1,2021-03-31 02:31:47
1033-3915083-6,977e5fd3a3bf93f8f0595a50241756e1,S&R Membership Shopping,319.42,1,2021-03-31 03:46:55
1033-3915083-6,859b161d7a137a3961cea2c3f2fb079f,Gaisano Grand Group,778.03,1,2021-03-31 22:49:55
1033-3915083-6,89946793fca4b52d1a33d957346a3420,eBay,1183.92,1,2021-03-31 23:41:55
1033-3915083-6,5e87b212229242293fb5c6982f84c8c8,Robinsons Retail Holdings Inc,280.11,1,2021-04-01 00:07:05
1033-3915083-6,c69f884157c4e0d23e82b077d2e15dbf,Caltex (Chevron Corporation),11.39,1,2021-04-01 03:01:51
1033-3915083-6,511ae15c0d8cb8f4b0dfaa006a0e5fd9,SM Retail Inc,266.37,1,2021-04-01 03:44:20
1033-3915083-6,4c18e61af5d5f58440c6b8acdbed2a6a,All Day Supermarket,276.87,1,2021-04-01 03:58:47
1033-3915083-6,348bb750570e64a6d302273e50191751,ZAFUL Philippines,804.59,1,2021-04-01 20:12:19
1033-3915083-6,db6be46ab6d7059edd25724ce8f5af6f,O Shopping,847.77,1,2021-04-01 20:15:35
1033-3915083-6,dd0954ca0c6a1408d7a4de83662648ef,Carousell,1145.49,1,2021-04-01 21:42:20
1035-1323091-2,8d6292ced2ba2d2471fe3cf568a6a996,Merkado Supermarket,303.62,1,2021-02-10 02:07:08
1035-1323091-2,58c81411dfeefd5871c6268e0c784639,Unimart,338.59,1,2021-02-10 02:57:16
1035-1323091-2,13f3daacb6f23d72f93e21b1c4633b73,Decathlon,704.64,1,2021-02-11 01:31:44
1035-1323091-2,88e8357de4d71ce2e3a054b66db5646a,Puregold Price Club Inc,273.02,1,2021-02-11 03:39:37
1035-1323091-2,196df1212139871374046a33eb7c3aa8,O Shopping,822.39,1,2021-02-11 22:03:30
1035-1323091-2,37ef81821cc9cd15cdea33a79377fb20,PoundIt,975.56,1,2021-02-11 22:10:40
1035-1323091-2,6af34e3a3dc7fcb65a61a1d941fce5d6,Ubuy Co.,1075.17,1,2021-02-11 22:14:52
1035-1323091-2,124e35c92bb55f02cd2961896e05818a,Kultura,883.91,1,2021-02-11 22:48:36
1035-1323091-2,5acb7cc05e245bc992c53452696ca64b,ZALORA Philippines,876.91,1,2021-02-11 22:52:40
1035-1323091-2,ea1fd561b6f66c176417196b49e10ac9,Ace Hardware,878.37,1,2021-02-11 23:28:05
1038-1092759-1,441e685970c3ab18a2f8636a9d910873,MedStoreRx,810.59,1,2021-08-19 01:06:06
1038-1092759-1,5d8287d8c98cedefd7868511f99cb023,S&R Membership Shopping,296.37,1,2021-08-19 02:42:13
1038-1092759-1,d9196fecad5fe7b2f1979c2dcbca79ae,Rustans Supermarket,313.87,1,2021-08-19 02:46:13
1038-1092759-1,0d4a61a3a177bd7d3a1df5125c092b34,Argomall,1027.23,1,2021-08-19 20:54:49
1038-1092759-1,d585766b6049b3ad4972b52d68fd6394,Pick a Roo,983.51,1,2021-08-19 22:26:43
1038-1092759-1,dc94b48ec4cbe5aec484f9169dad4ddb,BeautyMNL,827.33,1,2021-08-19 23:19:43
1038-1092759-1,948d191071336587bfabb6f6222c9fdd,Pilipinas Shell,13.3,1,2021-08-20 02:13:11
1038-1092759-1,f6a6d5d14a68a3045219deabf3e70de4,eBay,1115.99,1,2021-08-20 12:51:10
1038-1092759-1,35c24152201240c56c699cd72532258d,Timezone,20.61,1,2021-08-20 22:21:10
1038-1092759-1,cc5ba356cf534fbfd10d09360eed6911,Robinsons,1088.71,1,2021-08-20 23:00:16
1038-1092759-1,6c53597a4dcf3d786396071e6f3e6dbc,Lazada,1087.98,1,2021-08-20 23:44:27
1038-1092759-1,1ee8c8898320fb1453de29a166d007fc,Carousell,1002.26,1,2021-08-20 23:58:53
1040-5052388-9,bd2b8af8d3732754e62e54d1e1fc9c63,Viva Entertainment,492.7,1,2021-07-03 01:51:02
1040-5052388-9,830a7dadb7d2ed56c7fa5fd2721b02a8,Ever Supermarket,364.23,1,2021-07-03 02:00:13
1040-5052388-9,3193ec917610a482c80e9bbc52a934a2,Daiso,869.86,1,2021-07-03 02:37:43
1040-5052388-9,30a1cc4de6bc763c43ca5eb0d42ea9ca,Metro Retail Stores Group,389.46,1,2021-07-03 03:17:24
1040-5052388-9,bb679b4dc7f69a3d17f51e3bcacbcffc,Uratex Philippines,215.07,1,2021-07-03 22:37:20
1040-5052388-9,f5405f581489ec9083f11c423645464a,Pottery Barn,236.91,1,2021-07-03 22:39:40
1040-5052388-9,e1908f3fb923a10b1e2b84ce4e028faa,All Day Supermarket,359.22,1,2021-07-04 03:51:06
1040-5052388-9,e3b8d9ccc49ffa20b95adea50ac9a41c,GMA Pictures,525.28,1,2021-07-04 03:59:37
1040-5052388-9,6b769281c9c325d69fb8837a9ec93b6d,Sawasdee Marketing Corp,278.12,1,2021-07-04 22:14:12
1040-5052388-9,a0b849c61ae66185696a71a575b68862,Rustans,192.95,1,2021-07-04 22:43:28
1040-5052388-9,b38376ff4cbd500accd0b932e62cf703,Gourdo,255.85,1,2021-07-04 23:53:35
1041-0079968-4,2e533ad7cd1017411ca5fb9bead62c51,Shakey's International Inc.,124.26,1,2020-07-16 02:36:57
1041-0079968-4,3b2824209ebcff156217488534b33008,Eventscape Manila,633.22,1,2020-07-16 03:56:19
1041-0079968-4,e984f54690f2cf3b1a6c02f29f45233d,The Upper Deck Gym,20.56,1,2020-07-16 23:46:30
1041-0079968-4,cba56e1e7e897b37a7e5284f8344e1b3,Viva Entertainment,472.23,1,2020-07-17 03:32:08
1041-4444821-1,ae682d7aa4cd613281a277efa251d218,All Day Supermarket,286.94,1,2020-08-05 00:55:45
1041-4444821-1,62f071aa57bf18858e199aa2a0cae277,Pick a Roo,1013.45,1,2020-08-05 00:59:01
1041-4444821-1,950bf46f98155a97e99bb68b5a54aeea,KCC Supermarket,289.66,1,2020-08-05 08:26:15
1041-4444821-1,24f85f0f342e431b7972df2adc857205,Rustan's,954.17,1,2020-08-05 22:12:53
1041-4444821-1,f6ce1c808c6d11efe78d96ed5fd8c888,Caltex (Chevron Corporation),11.75,1,2020-08-06 03:05:18
1041-4444821-1,914174db09291fd2088374196922d7b5,Shopinas,699.04,1,2020-08-06 03:34:01
1041-4444821-1,2c5a8b566f3331412af9bdbe55ebf92c,Ever Supermarket,320.49,1,2020-08-06 05:42:13
1041-4444821-1,120f10f84255dca00608a74f74feed00,Carousell,948.9,1,2020-08-06 22:12:19
1041-4444821-1,a7f501101532277b1f15a82721101e1b,Kultura,731.7,1,2020-08-06 22:45:11
1043-7708154-9,daad3a58b00b5e2e75ce0b4814acd8c3,KCC Supermarket,319.6,1,2021-10-07 01:06:04
1043-7708154-9,38feb6a840fbcd6f0170d61e9081c481,Landmark Supermarket,280.92,1,2021-10-07 05:52:06
1043-7708154-9,c2f520d361ac2c14db4c229c9b0f42d3,MetroDeal,1080.78,1,2021-10-07 22:21:21
1043-7708154-9,47358b9c0ab38dc62d9bfb793c4fbd16,Kimstore,740.47,1,2021-10-08 00:07:55
1043-7708154-9,551f8ad7f70beae66aa4c317253b3282,CD-R King,714.92,1,2021-10-08 00:10:26
1043-7708154-9,2215c1fb47e0e8c0107fffdd012b5237,Limon Farms,11.12,1,2021-10-08 02:30:59
1043-7708154-9,4812e047c6f3ccb1b7ebed5200416735,Pick a Roo,813.0,1,2021-10-08 05:47:39
1043-7708154-9,e2dc0b2c57e620aee642c3bd93c2db44,eBay,1047.69,1,2021-10-08 22:16:47
1043-7708154-9,215f3760e710b8dabb85d6d461b6fcca,FiveStar,11.42,1,2021-10-08 22:19:18
1043-7708154-9,b977c00c4cf07445cafc4ba9374e9851,O Shopping,1269.24,1,2021-10-08 23:31:31
1043-7708154-9,1069182249a2c5d561766cdbcb93dff2,O Shopping,986.36,1,2021-10-08 23:35:56
1043-7708154-9,2884fa366387fcd5be2c6c0734670a55,Travel Club,7.62,1,2021-10-08 23:56:02
1049-1914968-7,426f3dea7bb6559fc9d53ff28a3fe69d,Stage Act Philippines Production Company,525.78,1,2020-12-27 00:00:15
1049-1914968-7,1b7942440b6c546c2f366b5ffda9c8f2,Daiso,860.21,1,2020-12-27 00:04:55
1049-1914968-7,a070bd36e379bff5abfb71af64e7bc1f,Jollibee Foods Corporation,129.81,1,2020-12-27 00:58:46
1049-1914968-7,2e393a08504eb0c061a68b09f73c6ea7,Lazada,1056.09,1,2020-12-27 02:02:15
1049-1914968-7,958bf18b216316d8badf5c684273483c,Ubuy Co.,904.25,1,2020-12-27 02:05:49
1049-1914968-7,2fdadb43cc96594c637665d6a2ea33ad,Gourdos,7.84,1,2020-12-27 03:18:20
1049-1914968-7,a3ad3934ad8e720438e500a927596edf,Robinsons,951.13,1,2020-12-27 03:51:16
1049-1914968-7,692143c7d8d51031e353a529c6bdba0f,All Day Supermarket,346.63,1,2020-12-27 09:52:24
1049-1914968-7,b3c7c8123fd7863107953aff24784744,Tupperware Brands Philippines,234.98,1,2020-12-27 22:27:33
1049-1914968-7,a7911bff8d0c079045d149ca66c05bb0,ZAFUL Philippines,862.79,1,2020-12-28 00:32:30
1049-1914968-7,9383f64fd6e1aae34dfd52ff80057722,SB Furniture Industry Co,242.62,1,2020-12-28 23:28:55
1049-1914968-7,33dbf0b20fa80c34daaa2478957e9a0f,Club Gymnastica,19.61,1,2020-12-28 23:29:16
1050-2125331-3,9ee691bdd71b4bec96dbf7c81246a055,CleanFuel Philippines,7.84,1,2021-02-08 00:20:14
1050-2125331-3,e8f1762d34a2de63282cb8e133b88efa,Insular Oil Corp.,12.93,1,2021-02-08 01:11:51
