ssn,trans_num,merchant,amt,is_fraud,time
2288-6863766-9,babd86d2c5a40703cd240b0eb3184833,Victory Liner,4.53,0,2021-12-06 14:21:56
2289-4037757-2,108235d5483e0ab138b814c88708f091,Buena Vista Travel and Tours,3.38,0,2021-12-06 16:12:28
2293-9689786-6,7cefe5ffc2b29110c9aff582a53ffbec,SB Furniture Industry Co,130.22,0,2021-12-06 21:26:10
2297-3621761-1,c8614d33d79a758a8a506880e0e87d93,Jollibee Foods Corporation,4.54,0,2021-12-06 23:15:46
2305-6000256-0,610bc91e1c05320b7b0273420a93be85,Decathlon,125.74,0,2021-12-06 17:55:17
2308-0111824-5,12399ec8afd64c241bce2f5e58006972,Toys R Us Philippines,6.18,0,2021-12-06 23:37:00
2308-1277952-8,4a1b0f4c1c91b8b3c04a1ecd93e742c3,Toys R Us Philippines,4.74,0,2021-12-06 20:31:09
2309-1011331-7,e11e27c75142dc81c696d6065dd19a6b,Starbucks Corp,60.25,0,2021-12-06 23:13:16
2309-4988844-2,309ebad53fceb1865782e88f82ed05c4,Robinsons Retail Holdings Inc,58.59,0,2021-12-06 18:03:49
2309-8389398-8,d9ba8f21a68c1a330c48f12ffcf402f2,Pioneer Center Supermarket,68.16,0,2021-12-06 15:36:17
2310-2444940-1,c37e313e40754230cffa52b19af71ff3,Cosmetique Asia Corp.,24.11,0,2021-12-06 13:52:55
2317-2510893-7,f17e2599e62361a82a9bcba8b6666b05,Mars Philippines Inc.,24.23,0,2021-12-06 23:19:08
2318-7113981-5,b483d3ab1dd427a651dc5f13d9488ebd,Puregold Price Club Inc,88.66,0,2021-12-06 21:21:43
2320-6560867-4,81c07b627af131cfae3bdd0d3ac147b3,Metro Retail Stores Group,18.36,0,2021-12-06 22:17:39
2323-5969456-0,9b54c7f19015bf53f89843e6e320f8de,Growcery MNL,50.7,0,2021-12-06 05:46:51
2327-4339923-3,e3b5db4ed6dc82dc5775926dc2e38d31,eBay,7.14,0,2021-12-06 23:36:07
2327-5535382-6,8f93faad63d59dcb5834d8c51f9603b1,DIY Hardware,326.04,0,2021-12-06 19:37:57
2330-0566648-0,ae8bb635b66644339415dc872ca1f68b,Pottery Barn,12.08,0,2021-12-06 23:54:49
2330-1627329-3,d4b5d3f4b113b9a852526aef12b179e5,Rustans,9.49,0,2021-12-06 21:51:24
2331-9953074-1,37251f28dcf402b56936474ab550e577,Daiso,2.5,0,2021-12-06 23:14:09
2334-2076110-4,679ba21ef0764e804289ced4e608db5c,GMA Pictures,5.83,0,2021-12-05 18:03:37
2341-4770201-5,4e3960012a0b9811e591e21daa8985d3,The Bistro Group,67.44,0,2021-12-06 23:44:12
2342-3839176-3,060ca2a0e29c85442959b38f16e6b2c4,Rustan Group,1.57,0,2021-12-06 21:45:29
2346-1534402-9,a246986c7b334e4e7f9ead945f58b7db,Cosmetique Asia Corp.,106.37,0,2021-12-06 19:18:49
2347-2977209-6,ae2637b7fc1b8dd16ec7dfbda3c9b82f,Rebel Yoga,29.9,0,2021-12-06 23:44:46
2347-9142617-2,d6023ae687b8d0b3974a4750c1ad63f8,Mandaue Foam Industries Corp,57.07,0,2021-12-05 20:59:26
2350-7540694-3,4cda2350e6d375bed47110a43fe4e577,The Upper Deck Gym,6.23,0,2021-12-06 21:44:16
2351-6507099-6,3c5011d9c3813d14a1f0cfaaac542e2a,Urban Ashram Yoga,36.24,0,2021-12-06 16:03:31
2356-6164577-1,9e791b91410698af649230779677e020,SilanganFit,57.56,0,2021-12-06 19:24:03
2356-8408725-7,36f60d7c0e6349f780cf8eb56e50ef4d,Innisfree,8.84,0,2021-12-05 22:04:41
2358-2979844-2,c92f85ace5742b77ef19eb8a9d5ee649,Iams Co,22.27,0,2021-12-06 18:00:18
2359-6137822-6,2e39463ab644a89d0a40c7f70109f774,BeautyMNL,7.96,0,2021-12-06 23:04:08
2371-0495126-9,9a30f8bfaecb63f8518b25563e923181,Standard Hospitality Group,82.43,0,2021-12-06 17:03:50
2372-0699800-4,ae3e5743050be97bd5bd14effc8c6193,Robinsons Retail Holdings Inc,535.22,0,2021-12-06 20:18:15
2372-5781634-5,ed5ca837f2f7e0b5bcdb653dc13a61d5,TV5 Network Incorporated,3.91,0,2021-12-06 18:41:35
2374-1947516-3,86d5394f7d1de25a7f158e6f0f1ddedc,ZALORA Philippines,8.56,0,2021-12-06 22:21:36
2374-3117901-4,bfca80aceb3d40a50ef6fa4da3c43384,Lazada,22.98,0,2021-12-06 22:27:21
2379-3004298-5,7de09c352d1d15b8fecbecdb7a61404f,DIY Hardware,2.73,0,2021-12-06 14:11:40
2379-5462088-4,2e608df43104c8130da03308099e5603,Unilever Philippines Inc.,96.62,0,2021-12-06 18:18:29
2384-0808279-9,f95143611eba8d76dd1c84bbc05cd9f7,Bow & Wow,93.48,0,2021-12-06 13:31:00
2389-6536845-3,874efcad164f5d76724ae327125b5cf5,Ace Hardware,2.56,0,2021-12-06 20:50:41
2389-8249167-0,e6c4409af8b1e6933b596e6f63463155,Zalora,15.98,0,2021-12-06 15:22:30
2392-0722440-2,f6d1a2efd5f93d40041832c46f292e89,Japan Homes,142.47,0,2021-12-06 23:42:57
2392-3304239-3,12a60ddf022416ff01d27562df229856,Robinsons,6.54,0,2021-12-05 23:12:10
2402-7142121-7,c6558252dd716bd337b2fd019821bcdb,Pound for Pound Fitness,106.29,0,2021-12-06 19:43:37
2403-0955607-6,d25e51d8255cc993af1dc91108bc2a8a,Typo,104.49,0,2021-12-06 23:36:33
2403-3266600-6,6a41a18428622b4d913d88dc322a4e9c,Japan Home Center,1.67,0,2021-12-06 15:21:01
2406-9877356-4,6cb8aa9f701dbcb9e4549339f430eca0,Muji,44.98,0,2021-12-06 20:41:15
2408-1101278-4,68f49b9a0582237fcfcf84bfe12049f8,Eventscape Manila,244.03,0,2021-12-06 19:33:15
2408-6825733-2,1be22a218e027c25dfb33ce89025ff0e,McDonalds Corp,39.02,0,2021-12-06 22:10:52
2409-9662184-9,68ecc14d26ac7400ff0bb3220ea38038,Mary Grace Cafe,58.12,0,2021-12-06 21:57:23
2411-8940666-5,ee81ecc41f04316f8bcfe00752bd32be,Star Cinema,11.88,0,2021-12-06 23:09:48
2412-7085334-0,bc8f49c369faecbdfe26781f4bbb4f53,Hawk Bags,5.97,0,2021-12-06 18:09:36
2413-0150740-1,9a0d737a8e93d819d5a0f77cc0da6354,Max's Group Inc,128.61,0,2021-12-06 23:08:05
2413-5839351-8,8a8e5627960a7a9efcb5ac33c7e8f40a,eBay,7.2,0,2021-12-06 23:14:14
2415-1536721-9,d807af85e15c32aee3820adbbd0697de,Landmark Corp,222.2,0,2021-12-06 20:54:30
2417-6773736-0,833785a7aca068e0fef76e56ecc3a3b2,Mandaue Foam Industries Corp,50.53,0,2021-12-06 20:26:18
2419-9651017-4,5e0e5ee2d59e28bbf631d7ead479829d,PoundIt,9.65,0,2021-12-06 22:59:13
2426-0100489-4,bf0cc02bfbc89b9ca033b9eb0db1f669,L'Oreal Philippines Inc.,19.2,0,2021-12-06 21:57:30
2426-1121583-7,70974e9ada7cc58afbb58335010b5897,Beiersdorf Philippines Inc.,27.49,0,2021-12-06 23:00:17
2426-2075005-6,765e3c90cf265de809eee53a1990698b,Zalora,9.42,0,2021-12-06 21:37:15
2428-7505271-5,5ddd783c42db1bbfc119a9fdd9bee271,Uratex Philippines,114.46,0,2021-12-06 23:21:27
2429-1175400-4,dff74507eb9a58b080d2c3594b76767c,Marks and Spencer,6.77,0,2021-12-06 22:20:53
2431-8997294-4,02caed907a774d45b7d386cb0a678bd4,Lazada,93.79,0,2021-12-06 22:39:57
2432-5838501-3,e124b6065b929059d5e6625bd040108e,Tier One Entertainment,105.49,0,2021-12-06 22:48:30
2432-7674056-3,c3240724f419b8a9e64fc56973462826,Jollibee Foods Corporation,58.44,0,2021-12-06 23:42:49
2433-5266082-5,d745edb4c5f7efd8a7c879c2c2d07824,Cornerstone Entertainment,6.68,0,2021-12-06 12:27:11
2433-8654238-4,b3bdf58cdd49c59f132c3a03d5ac6752,Happy Foods Group,240.4,0,2021-12-06 18:31:29
2440-0868136-7,f0c01eb5e864287cabc1f3dc65cd84a5,Muji,6.29,0,2021-12-06 23:34:56
2440-8848839-0,32c4222ea2f9f8285daf8575c5084439,Rustans,24.96,0,2021-12-06 19:43:16
2442-3157610-1,db5a66071274459d1ea8c4ed556bfc69,Marks and Spencer,8.28,0,2021-12-06 15:53:13
2442-4548656-4,92eb9dc88f020896e0e482c9233bd9d6,Mandaue Foam Industries Corp,43.94,0,2021-12-06 19:08:35
2444-2635795-1,cd602b390aeb0f45cc7d91b4b4784f03,Star Cinema,92.14,0,2021-12-06 19:43:07
2445-8908410-6,792dc81c19edbaa80ce650859779709c,Octagon,14.09,0,2021-12-06 12:57:55
2447-4886305-9,2aa9d77852adb8ca2b51cdfc74bb26c8,Sawasdee Marketing Corp,53.79,0,2021-12-06 21:26:48
2449-7601361-1,059a65bf9115b2e077212b61e1eb9a0f,Happy Foods Group,65.12,0,2021-12-06 18:24:36
2452-3190418-8,80ae84ae5e3c76c3e48a27b3c2d3fde0,Kultura,6.08,0,2021-12-06 20:25:07
2457-4407263-9,27cceb4779455ef501c2ee1a6fdc32e2,Carmudi,7.57,0,2021-12-06 22:30:52
2464-4696602-8,b7206a1a0432f6a682ea5fb86685a6f2,Philippine Educational Theater Association,239.06,0,2021-12-06 21:24:30
2468-3686647-0,58af7f96106b0387ee06fec938fa2339,Max's Group Inc,82.71,0,2021-12-05 20:13:43
2468-4839180-7,573e54f2def17367927bcfa117b59695,The Table Group,50.52,0,2021-12-06 21:59:56
2470-3336458-9,ed09954c62969a46905eb00fd3595a68,Pottery Barn,35.11,0,2021-12-06 21:29:08
2472-5434176-0,573bf88aa2ec815ae32908c340d97ef6,Gaisano Grand Group,7.89,0,2021-12-06 21:55:41
2472-6844860-4,1f37f999afc1b5ce2f6bde1cf6204ce0,Rustan Group,54.7,0,2021-12-06 22:36:07
2474-0420058-1,99ec7e0feece6684d4fcb0e0859db5b9,Landmark Corp,25.11,0,2021-12-06 23:25:12
2474-4577969-2,eadbb2ff61aed57c8181458fb9a0ed60,Mary Grace Cafe,1.42,0,2021-12-05 22:57:21
2478-9479983-8,0a3687c576f2d8772104920d9330bd52,Jollibee Foods Corporation,36.05,0,2021-12-06 18:50:00
2480-5855093-5,44a27abf3f7896054d36718ca04c1663,Timezone,144.72,0,2021-12-05 16:55:40
2480-8866314-4,7cd7bf06c22e3c667de9bfd1f7b57f3a,Japan Homes,143.29,0,2021-12-06 22:35:29
2481-3563232-1,b73ea5dbf48feee5b1b7584c5ddb6de8,Debenhams,1.92,0,2021-12-06 19:07:55
2483-4619779-5,d2b88ef4b07486a4f764497f83a69b83,Tier One Entertainment,36.56,0,2021-12-06 18:49:52
2484-8922450-4,797111849c5c57e7e3385901ec72fc88,Mary Grace Cafe,45.64,0,2021-12-06 18:55:36
2485-1200044-0,9f6469222ee9ee44eefc7c03b8bf3b44,Gourdo,38.2,0,2021-12-06 22:34:45
2491-2122214-7,42ae1a9d01ced53ac13dfdf8c406918a,Celebrity Fitness,32.1,0,2021-12-06 23:05:54
2492-0896172-6,8410ce5a9638adc8affff044328b3fab,Cornerstone Entertainment,30.86,0,2021-12-06 21:01:16
2498-0440569-8,f7c4013d07d5207c23175c7a61647876,Pick a Roo,1.88,0,2021-12-06 20:48:09
2502-3222725-6,f6a43697b7b78ccbf5baa790865fb2eb,KCC Supermarket,180.24,0,2021-12-05 05:34:01
2504-1918196-2,99a37a931f11b765654ee88b5c6dd09c,SilanganFit,79.79,0,2021-12-06 21:55:26
2504-4006017-6,4115b0855a823139938bc7a8dff86fb2,Nine Media Corporation,49.65,0,2021-12-06 21:15:45
2505-8738809-1,abf7731c348c8a6d446a6ada4adfa482,Avon Cosmetics Inc.,51.67,0,2021-12-06 23:05:42
2506-5027561-9,79204647c7b1393b277e508d352c764d,Chicco Philippines,31.63,0,2021-12-06 17:43:54
2513-1156866-1,4f1ba52f055c335e4d53f1e5ca488a58,Cornerstone Entertainment,11.17,0,2021-12-06 22:02:00
2513-6910175-9,0cd9806a7aaf2093bba4eb90e988a5b5,Robinsons Retail Holdings Inc,56.03,0,2021-12-06 22:26:03
2513-7792595-5,e55380f0e36368cc7da53b589e6d9974,Stage Act Philippines Production Company,15.01,0,2021-12-06 23:18:23
2515-1009217-4,815a73c58bc422bccd1a0bd51cab5491,Daiso,9.9,0,2021-12-06 20:58:04
2523-3374242-2,854c367eb4a96d21c03c974bec8fb476,Rustan Group,13.79,0,2021-12-06 21:38:15
2527-9248317-2,ec52b3fdc3d319167109c36428ddbd21,Silicon Valley,8.07,0,2021-12-05 23:34:07
2529-2896636-8,1e5e6d9c41b7b3224834e2f8b843ce3e,Fully Booked,3.3,0,2021-12-06 19:15:02
2532-5319172-5,b2f8d67d27e722f8a7e7a0bc8c2705e1,Robinsons Retail Holdings Inc,1.39,0,2021-12-06 21:41:52
2533-3225458-4,2129b921519648e622a63097e3454b12,Crate and Barrel,26.46,0,2021-12-06 20:41:06
2535-7600707-1,60e0bdd5494a0cffff36b80b45749da3,Merkado Supermarket,178.94,0,2021-12-06 08:48:30
2539-3641864-6,13fc798de3c9be9d01a32bb3a4c0bd27,Slimmers World,54.71,0,2021-12-06 17:44:20
2540-1249878-6,cdf97a6daee88b17c0f8513e2357247c,McDonalds Corp,68.18,0,2021-12-05 19:03:00
2540-8448875-4,486b9858a5124a2943bd317173ca647c,Standard Hospitality Group,30.84,0,2021-12-06 18:22:16
2540-9805347-8,539d9cf55d69737e5414ccaeb213ca17,Rebel Yoga,88.51,0,2021-12-06 18:42:18
2548-9546637-7,9246bd3036cdd46fcf7216ceab1ca163,Timezone,60.01,0,2021-12-06 23:47:59
2550-9116297-0,3c4887c67b0d384493b578fb5072fb81,Toby's Sports,1.71,0,2021-12-06 23:18:03
2556-1970950-8,0c080c7f313cdafaa41ffaae78fd61e4,Sawasdee Marketing Corp,44.82,0,2021-12-06 23:00:17
2556-6841300-4,02dca7d56fc8b29c0daccd7abd1ef927,West Elm,18.49,0,2021-12-06 13:01:53
2557-1883248-1,7b294ede11fce0c0eae136931e917b23,True Value,4.47,0,2021-12-05 23:56:33
2563-0316926-6,6593ae90aab304c7256113368ef982db,Pacific Paint Philippines Inc,18.52,0,2021-12-06 19:21:38
2563-5218070-5,8c806273d599db74743c2d89c956f051,Toy Kingdom,57.2,0,2021-12-06 17:27:33
2564-4904299-6,3e96dd0d1981a23e377dfbd4d5dc3208,SM Retail Inc,24.59,0,2021-12-05 17:24:12
2566-0403123-2,ef89063d4910df2330b860458a93dd62,Kimstore,7.48,0,2021-12-06 21:38:06
2568-0070557-1,976613ac92d3941f9df24254910ba9ee,Mary Grace Cafe,34.17,0,2021-12-06 22:55:45
2569-2921237-1,e941f9e4a90ddb9e3e33fbeb387cc9b3,Octagon,3.82,0,2021-12-06 17:40:58
2571-6273359-2,4a7f3dc02a92371d7a79eb2f0ad545e3,UFC Gym,21.7,0,2021-12-06 23:45:49
2572-2288352-7,03ae608fe8835df2affe5b658726bf75,MetroDeal,3.6,0,2021-12-06 14:13:37
2572-2821158-7,5c2b12892d9deb4d4583f53ba0a28349,eBay,8.55,0,2021-12-06 14:20:36
2577-2580320-9,3eecb073fabf0d8a94b57f04e89bf1e6,The Bistro Group,184.07,0,2021-12-06 21:19:16
2580-5870519-0,bfb51b28f15cea8584a779d988857054,Chicco Philippines,171.88,0,2021-12-06 19:28:43
2583-0975176-1,3a10c4c773cb5351956b0d01ebd61ffe,Urban Ashram Yoga,14.86,0,2021-12-06 14:02:00
2583-7117513-3,86cda46aef7dbd8057a63e8b67d2d6cf,Human Nature,63.37,0,2021-12-06 13:12:03
2585-4662867-2,17e2d893c0f6d1831f34bf45e7401440,Lazada,8.17,0,2021-12-06 19:37:26
2586-7207204-9,793d43d40fb1be193d3ef4bff577c66a,Japan Homes,92.92,0,2021-12-06 18:19:24
2589-9953248-4,7322e454f6a4c4f08d57af0fc50ab6c0,Argomall,54.66,0,2021-12-06 23:50:42
2596-5105310-7,0132da48c71df4cc31a069e9118f9f92,Metro Retail Stores Group,5.91,0,2021-12-06 23:34:52
2596-6793910-9,578976d38c7ab8dcba18ab1f9ac0765f,MedStoreRx,113.08,0,2021-12-06 09:13:34
2597-1220158-2,a578fff5a64057847d9f2d5a02261f4c,The Moment Group,14.06,0,2021-12-06 23:31:01
2606-4633297-3,3a67c06c9871c4eb85ea2f0f6f22bcf5,RRCG Transport,2.77,0,2021-12-06 22:24:37
2609-8171509-0,8185c41d1c8b598c5b784f479374bdec,Sawasdee Marketing Corp,39.53,0,2021-12-06 17:58:43
2612-0451968-5,ddd42dcab3f45c2240b02a0ef183719c,National Bookstore,5.66,0,2021-12-06 21:21:51
2615-9543825-6,81b61bc1f66334adae8b5aa02b04b2fd,SM Retail Inc,267.42,0,2021-12-06 23:45:30
2616-0325383-1,a60545e057053d534fd1a265148945a4,Anytime Fitness,14.19,0,2021-12-06 18:14:29
2617-0316181-7,2b639e2f12f7e37f5c4f0a2719fdc106,National Bookstore,1.17,0,2021-12-06 23:56:56
2617-3176716-2,5bab86911e31baeca283b066b6241301,Mars Philippines Inc.,38.99,0,2021-12-06 22:59:53
2621-6597987-3,ee64641ca08dca4fef8f882af9fc696f,Octagon,5.95,0,2021-12-06 23:17:30
2623-2052361-8,ce4f694c8a9cb1f08a09b534b47d0d1f,Club Gymnastica,28.32,0,2021-12-06 23:42:22
2623-5075239-5,1787ad165bd7062f1b26d7bef488fed0,Procter & Gamble Philippines Inc.,6.93,0,2021-12-06 12:05:31
2625-6477703-5,275e1cbc0de504f57ec8fb110aaf3670,O Shopping,1.44,0,2021-12-06 22:57:15
2626-1865937-1,69a50b33556880d076a9798f6b7e32d2,Zalora,49.01,0,2021-12-05 19:36:39
2627-1898469-2,56d00746ee5fc8fc578f5d470ccac05f,Bow & Wow,42.34,0,2021-12-06 22:56:21
2627-3759313-0,0f7660e89a48d065623a8ad471fc524f,Human Nature,62.54,0,2021-12-06 17:11:29
2628-8481216-1,b3056d034de2907bd6d5d24fb79e62b6,SB Furniture Industry Co,11.49,0,2021-12-06 19:39:20
2632-9142864-2,35e533b7cc5f207168d2542ef845939a,BeautyMNL,7.67,0,2021-12-06 21:44:49
2634-5883739-4,f6bcdaf673dbe135d9088f0e838b1af9,Play Nation,30.9,0,2021-12-06 23:46:39
2645-3565223-8,a6629ec546152ed1c5d7d48fc0b8f7fa,Saulog Transit Inc,6.18,0,2021-12-06 22:58:26
2646-4926354-4,eeb75ed54a1daddce7c7f006cbb4586f,MedStoreRx,216.68,0,2021-12-06 04:16:06
2650-3355531-1,32a68997889b8b366aaa1c34e9ca68c2,Caltex (Chevron Corporation),59.43,0,2021-12-05 09:19:05
2650-6416764-8,3ac99b8d64f20af493f71ffcf61fbce2,Buena Vista Travel and Tours,8.09,0,2021-12-06 19:24:49
2650-7343101-8,3d1028bfa25efe4cdb0b362b20a49389,Muji,2.15,0,2021-12-06 21:01:55
2650-9684937-1,e5d3199c9bea367c0767c3b1c8c0db90,Limon Farms,51.94,0,2021-12-06 02:17:02
2653-2932876-7,3b286b593418db74b15d75b51646baf9,SB Furniture Industry Co,3.15,0,2021-12-06 12:00:03
2655-2895814-5,0addf010ee223ab6cdd753d659ed8b30,Session Groceries,50.91,0,2021-12-06 05:01:22
2664-5073189-9,8e59443f6364efa441568eb77548de4e,Mars Philippines Inc.,69.44,0,2021-12-06 21:45:51
2665-6714322-3,d0ee572142cf987947b737857205256b,Zalora,7.68,0,2021-12-06 14:16:14
2666-6380367-9,b655e634d81698e5ecb0591fe714adc5,The Bistro Group,39.02,0,2021-12-06 21:31:18
2669-2790566-8,ca6093d1235e51f9f7c0b73e5a1a68ce,Mars Philippines Inc.,73.78,0,2021-12-06 23:28:09
2671-8374695-8,256076550bd183a4d3c7076e9c80bc76,Mary Kay Philippines,141.62,0,2021-12-05 22:56:04
2674-2901181-3,e445a2ba2e8cd48a5598a831e0b4d24c,Yum! Brands Inc,58.02,0,2021-12-06 12:16:47
2676-9872331-5,174beb1cb6c1ff7dfb51d415443b2909,Rustan Group,6.68,0,2021-12-06 20:48:07
2677-1028415-6,fd94a3071ed7233447275ce79e198ca9,Kultura,9.9,0,2021-12-06 22:18:50
2678-2578352-1,99e96011b12c2c4bb69f9455788e3fcc,Anytime Fitness,7.8,0,2021-12-06 16:27:28
2682-8451287-6,76275c5359bc043e8cace3edb9701d9b,McDonalds Corp,371.21,0,2021-12-06 20:55:03
2684-8762958-8,3faa9a961a6ada128c3cc267089b9199,Toys R Us Philippines,9.66,0,2021-12-06 18:19:23
2685-1093771-4,ef52c292e536187cdf41f056cfc57278,Shopee,1.48,0,2021-12-06 19:37:34
2688-3307301-9,fc9fa2ad83e27543d755e28d44baedb2,Insular Oil Corp.,85.03,0,2021-12-06 02:20:27
2694-0484138-5,f27860cfcd12dd15d77beb0eb6920eec,Uratex Philippines,47.83,0,2021-12-06 20:17:19
2699-4319594-8,5e582da6046ca258d8c76ca72554fdaa,Baliwag Transit Inc,5.61,0,2021-12-06 22:59:19
2701-5650308-8,cdad5c7f23346c9a5b1033802b8bf3a4,Robinsons Retail Holdings Inc,3.75,0,2021-12-06 20:41:42
2702-3063898-7,b781fe024aca4631d35f0356a2150d89,Pacific Paint Philippines Inc,38.86,0,2021-12-06 23:42:07
2702-7613616-4,d84d522e419eca6ad1d496c9cfc89251,Celebrity Fitness,3.14,0,2021-12-06 22:03:52
2704-3471412-6,164f4a731740a18abb62a6edd6646f88,Nine Media Corporation,61.11,0,2021-12-06 23:56:35
2719-3026571-6,b36af6bd5751103d7c1389a3738cc4b8,Curves,16.91,0,2021-12-06 16:54:56
2719-3246172-5,3296c30106dbe8f690a47ce9bfb303f7,Anytime Fitness,34.85,0,2021-12-06 20:38:38
2722-5743238-7,a8e9b533de0811d26e4659bf61b8ad10,Kidzoona,128.16,0,2021-12-06 23:01:18
2726-2476661-0,26c7b270a556f47eded85adc7beffe3d,West Elm,29.74,0,2021-12-06 22:35:14
2727-7166652-9,0234e835e6b0346fc3c5f69cf9895276,Cornerstone Entertainment,21.63,0,2021-12-05 16:25:46
2728-6986366-7,719b331a6496c1f7fe8249fc13bab1aa,SB Furniture Industry Co,158.93,0,2021-12-06 23:18:53
2728-9613215-9,0ce8653bd9f84ab4025dcc98524ad867,Mary Kay Philippines,4.83,0,2021-12-06 21:59:32
2729-2395193-0,3785add24ea89998ca32e21252090448,Argomall,78.75,0,2021-12-06 23:31:27
2729-6586154-0,651e6b34d67783df6f592aa54945a4f3,Centrum Fuel,52.04,0,2021-12-06 10:09:32
2731-5154831-6,16ed4de9446af072f0f31e6238697d48,SM Retail Inc,22.91,0,2021-12-06 23:37:18
2736-6630751-3,d190178246e875471a8bc8d2a55cc50f,Robinsons Retail Holdings Inc,18.81,0,2021-12-06 18:31:41
2738-7527843-2,5a1543d5c58a7f3614a5c3ec42d2ff04,The Table Group,178.49,0,2021-12-06 21:01:23
2741-1586760-0,51cdd4c8921b34b6f5dd5c9b4ec6d81d,Rustan's,138.92,0,2021-12-06 15:53:10
2744-8942366-6,83d1c3906ec0a74dbc621c7bf85bc509,Carousell,101.6,0,2021-12-06 21:19:46
2745-5333942-6,fb9118a6ee4ef21aa9d997eebd3185be,Zagana,74.78,0,2021-12-06 03:24:22
2745-5798357-7,2ca6fabde05358de1949d841ab848240,Fitness First,59.21,0,2021-12-06 19:18:36
2746-1150639-3,344859350f1f5e9864134a95b4d107d8,Metro Retail Stores Group,2.26,0,2021-12-06 20:55:49
2749-1730581-9,bb4b70175dd970778d2563952c3c7bdf,Ikea,5.11,0,2021-12-06 18:59:55
2753-4155180-8,b172b0dc22fdc5b5f3a0df9ebe831c22,Iams Co,16.14,0,2021-12-06 17:10:51
2755-2357941-1,8a3e70908ca8926f191ae70935242850,Carousell,190.14,0,2021-12-06 22:30:19
2762-1250203-1,d6bc6e2fea95ef0fa33574be392845fb,National Bookstore,1.31,0,2021-12-06 23:23:20
2762-1586016-3,989e2f2e3304a21a1e48c57231dddd37,Pacific Paint Philippines Inc,85.24,0,2021-12-06 18:05:57
2764-2926590-0,f6641fbf8424c735c865fd7702f6b26e,Caltex (Chevron Corporation),62.83,0,2021-12-06 08:16:18
2767-8245602-2,4b75040724a972f09ab8e18ab5e4a88e,Eventscape Manila,100.14,0,2021-12-06 22:13:26
2769-5548505-4,7ddc5276c76b42162049f811b0b5009b,Royal Canin Philippines,226.57,0,2021-12-06 21:40:10
2769-7685805-3,23bbd821dee15a99c42f0c06bc951cd0,Rappler Holdings Corporation,56.49,0,2021-12-06 23:53:40
2770-7316181-2,45d577ece8f520b289c197b266e0efe3,AirAsia,4.64,0,2021-12-06 23:42:07
2772-8676843-6,fa7861f008fbb44174a61a62d5b2cfc2,Toy Kingdom,33.37,0,2021-12-06 15:51:28
2774-2744398-2,68072a7deb44c0c709045160cc2ea94a,Timezone,51.16,0,2021-12-06 23:31:36
2776-6262407-6,2fa366dfcd3d3147e5d31cc776e6126c,Landmark Corp,8.0,0,2021-12-06 18:04:39
2779-6586209-8,bdb6ef3c6687031ec2f5fa97044624ac,Unilever Philippines Inc.,6.9,0,2021-12-06 23:25:25
2781-0094602-4,0d0396cce30b4e7cba46e59aac33929a,Avon Cosmetics Inc.,102.4,0,2021-12-06 23:48:34
2788-5186778-1,4d0cc1a95e9c472f1e15de992fec3074,Anytime Fitness,44.9,0,2021-12-06 23:59:42
2788-8264873-7,1457dffd27ef29e80dfb35f432c13e37,Mars Philippines Inc.,49.87,0,2021-12-06 17:46:34
2790-2217099-3,f98073f77bb492813af26d0aab9ba9c0,Gourdo,35.3,0,2021-12-06 19:04:18
2791-1671113-5,551ae68f5662d4c45bf2b0182d52e62b,Pet Warehouse,51.97,0,2021-12-05 23:30:30
2791-8177414-7,972e56dfdb5bc92ff7bd95f385f49b92,Nine Media Corporation,73.71,0,2021-12-06 23:40:54
2791-8911296-7,7d2d56ca8af52de62da0a8bca2c69942,Kimberly Clarke,74.42,0,2021-12-06 20:47:25
2793-9735563-4,43bca32f200d826c5f373cf7197af6f0,Philippine Educational Theater Association,88.37,0,2021-12-05 16:34:27
2797-0650771-5,c1115ca135297aaaa65c504a36b3a83a,PoundIt,3.29,0,2021-12-05 22:44:56
2800-4472161-5,247b23dea5066f8b8d0427c3137c7995,Chicco Philippines,4.78,0,2021-12-06 23:56:43
2800-9729687-2,35be9248c3ac360e1e09f81fb157df2e,Starmedia Entertainment,6.84,0,2021-12-06 22:36:30
2801-5487820-5,2790f05336ca00fffc22cbd380bdd97a,Mandaue Foam Industries Corp,31.45,0,2021-12-06 16:46:25
2802-4196131-3,d492f5a69f6deba853f5748bf02ba181,Hawk Bags,53.79,0,2021-12-06 14:41:36
2803-4567292-6,927d7bb5ccf9388121d299bcefbd92bc,Urban Pets,20.3,0,2021-12-06 18:28:08
2804-3373934-4,8e26453b30bc4a62f3009f8d16849f74,Urban Ashram Yoga,48.96,0,2021-12-06 19:02:40
2804-5565245-8,4d88294c9da01a26074e0b8371cf3cba,The Table Group,172.4,0,2021-12-06 22:59:27
2804-7915786-7,f936e32d41a8efeda102bc206f159dab,Stage Act Philippines Production Company,68.51,0,2021-12-06 14:40:38
2807-9133060-5,e2ab9d52732ba49a4c8e6c3bcda274f7,Stage Act Philippines Production Company,67.99,0,2021-12-06 18:34:47
2810-6373009-0,4f2c27aff806738d4351e5ec6395be31,Gourdo,40.27,0,2021-12-06 18:21:39
2812-6193996-9,f55b79ef5fd79b2e62d8a22905919e7e,Mandaue Foam Industries Corp,16.25,0,2021-12-05 22:20:48
2815-9535204-2,ba07bde825161d9965e0fee01296af93,Daiso,9.13,0,2021-12-06 22:53:41
