ssn,rate_ave,proxim_ave
3903-6508256-0,1.0598307948174143e-05,0.5375857022460964
9032-6531812-9,6.30586039340571e-05,0.5291967782002901
6039-0139032-8,2.165947590260684e-05,0.5385323545375268
7344-5133045-9,3.995641354366085e-05,0.5202990576610103
5759-7220787-3,1.0671911077700274e-05,0.540498829939086
3974-4442316-7,1.2710934737732395e-05,0.5365989301294514
1835-6942782-3,1.36077006076375e-05,0.5311200031570281
1194-8808674-1,1.1777461786084827e-05,0.5428060039689094
8395-0631532-0,1.084426907033482e-05,0.5335508626654353
4570-3003407-8,1.866708720747598e-05,0.5258650080604548
5504-4011232-3,1.3292593841961832e-05,0.5354149465540288
2504-1918196-2,2.222896468235237e-05,0.5369291216022741
8768-4277826-8,5.542360603173739e-05,0.5237541485533489
9649-9261582-2,1.1760094470482638e-05,0.5390627020732759
3469-2503837-0,1.806254644493554e-05,0.5296200442657438
9951-0157764-9,1.170882240755697e-05,0.5342707991486226
4768-9977339-7,0.00013372719395980163,0.5420754074687536
5438-7413629-2,1.668674849572476e-05,0.5360699495238768
0218-0675290-9,1.783225875811294e-05,0.5357492686335129
0270-5196884-2,1.1352836146340904e-05,0.5339088225302152
8445-7754398-7,1.936692836136633e-05,0.5353907862580095
3702-8205753-6,9.125866499429984e-06,0.5405729175212725
0939-3441194-5,3.490666897945084e-05,0.5309178564391422
2506-5027561-9,9.024494461647402e-06,0.5329366856772056
7932-5041241-7,1.6573134895658055e-05,0.5338119475330276
3274-2112171-2,1.0153123873066158e-05,0.5305962667237185
8657-1380965-7,1.2536517983837876e-05,0.541845751274988
3017-5817982-8,1.0786448043379188e-05,0.5399366807609072
0346-8103458-0,8.967511953808193e-06,0.5368545213599069
4069-9814168-8,9.615904031787276e-06,0.5279537572172062
3677-7480804-6,1.1115609758495126e-05,0.5343827047562585
9185-8673344-9,3.054688104136349e-05,0.5344476524517124
0840-4656931-4,5.123040387706387e-05,0.5408215709257915
7743-1728935-0,2.152097109848027e-05,0.5245212418551025
0881-2236573-5,1.805357888010055e-05,0.5332494554601654
1004-5481440-2,1.2954696646283552e-05,0.5250784128197252
3178-1937289-4,2.026886606581669e-05,0.5297966441237848
2359-6137822-6,1.0995010344113828e-05,0.5391164657220798
6933-5828625-3,3.55459005757232e-05,0.5335309227687534
3930-8397901-8,3.9074502747621344e-05,0.5389032993922889
4442-8392442-4,1.192433969234937e-05,0.5311710789991043
6007-2012463-4,1.5582004209378154e-05,0.5412797267293061
6252-9189753-6,2.434708724218641e-05,0.5321790188232568
7771-4806489-3,9.3456153298251e-06,0.5419272256158717
6405-2110944-1,3.507980155225755e-05,0.5414166804523778
7164-1581283-1,1.1328573119213704e-05,0.5414326434814657
7099-9490730-3,1.873407745409566e-05,0.5260836448230336
2678-2578352-1,1.3404948397963318e-05,0.5336519385670421
9116-3346258-7,7.455979425295894e-05,0.5336321184573098
5874-0212578-9,1.172863328203202e-05,0.541899010295662
6444-5877165-3,3.7899038614064485e-05,0.5270668928916583
1942-1991309-1,1.76878668481502e-05,0.5367098110116731
7831-4498431-0,1.0043139758796838e-05,0.5375171839041958
5036-9172707-7,1.4192130947564966e-05,0.5337582086232276
7277-2567203-1,3.1533672599996624e-05,0.5317784770426829
4646-2436389-3,4.9187012846982737e-05,0.542532099128017
7649-4513983-2,3.133055149567983e-05,0.5380698181977449
7640-2142181-7,2.128315430967285e-05,0.5330613635593814
4448-8071050-2,1.6440775128698926e-05,0.5387955860525957
5839-4591543-8,1.3752770486654014e-05,0.5349417121790632
4325-6684809-8,1.0331870599995917e-05,0.5368590333176819
3552-0693574-7,2.365103492627725e-05,0.5323679509229927
6439-4634660-4,3.0459286791486166e-05,0.5175600398791068
1267-5835661-4,2.1793729885065652e-05,0.5280805129379951
2580-5870519-0,3.065406033948729e-05,0.5351004662417934
5106-5577340-5,2.070712324627196e-05,0.5418824006219987
0768-5616852-9,9.45958234601732e-06,0.5326969895145074
4650-8700114-3,2.2247119261605944e-05,0.5334328529408
2873-5658601-9,6.453571133214701e-05,0.5342381430320162
2426-0100489-4,1.0908743971981776e-05,0.54017502949422
1518-7456538-6,1.9074572984629108e-05,0.5367369055836612
9310-2069334-4,1.1602361394614038e-05,0.5291290370536335
6673-7013518-1,2.6014783158888934e-05,0.5370980122843216
4212-8725055-1,9.872069091797004e-06,0.5326201575473736
2351-6507099-6,2.205533480984e-05,0.5412444561756415
1041-0079968-4,1.0800239683054731e-05,0.5391636837565877
3807-4220507-1,1.181468524888996e-05,0.5336700427852425
4641-8043197-4,9.117905062544298e-06,0.538093291995406
9161-6381517-0,5.9763668447660766e-05,0.5453911883737707
1421-5023097-3,1.4904154845019016e-05,0.5346444977369841
7832-4708231-4,1.7564458572617338e-05,0.5349494376891262
5706-4870546-3,9.154141955788705e-06,0.5266731926981714
3234-2760065-5,1.2800441234923006e-05,0.5380762930289048
5736-8403446-8,1.2393946991346027e-05,0.529139331493651
8376-8615533-4,6.765537635308493e-05,0.5419653035541374
5979-5529538-3,2.192239803063504e-05,0.5353744446015086
6800-2613854-0,1.1301569990855586e-05,0.5351493103192817
1732-5185389-1,1.2733411976707351e-05,0.5381783117455613
1423-9860584-9,1.3289568769082968e-05,0.5305950820038349
4309-6860702-7,1.0980900085011635e-05,0.5363402799177753
2563-5218070-5,1.6741723704116316e-05,0.5293797405770333
9283-4915534-5,6.829776232367733e-05,0.5358899748042234
6882-3164443-3,9.998676342050677e-06,0.534003243002865
0167-5084295-5,1.791601508729822e-05,0.5400830131790176
7555-8550752-6,1.701662672763502e-05,0.5378218177798543
9049-2386229-1,1.1249295665063725e-05,0.5366489348850663
5552-7777007-5,2.197607949490401e-05,0.5407176533294528
9665-7768400-2,1.8170524936237925e-05,0.5392949902821107
1998-3341106-1,1.1203760484023662e-05,0.5369765210491181
0030-5075752-2,1.4009765328157616e-05,0.5227167256400093
2729-2395193-0,9.360453915785696e-06,0.5290181931417837
5513-6494347-5,1.1199794945070142e-05,0.5357323487420921
7240-3239911-1,1.5309705338108916e-05,0.5329243019403206
5979-6126868-1,9.884591163592834e-06,0.5432447785126144
7613-7615440-3,2.0824530192845145e-05,0.5517914590590507
9880-4849099-3,1.5054894748882976e-05,0.5308848072372283
6334-4751063-1,9.446175819417086e-06,0.5311198873504369
9296-3694181-2,1.4076546154884586e-05,0.5363884749051925
8865-3491145-3,2.8741765217439813e-05,0.5396968398263927
9263-1842518-0,5.6863842939479e-05,0.5337626651300985
8282-6146453-9,2.6608200316389303e-05,0.5315665428433057
7888-2241865-5,1.0316960966191211e-05,0.53717708685803
4082-4544524-8,1.6406095812507862e-05,0.5419452303635206
9591-5480634-0,1.0957211775635048e-05,0.5297992556945974
2916-4862919-1,2.043666258607594e-05,0.5300008231786042
7117-1353846-0,1.8023051134367347e-05,0.5381285444472118
6667-0622151-3,9.340884584563178e-06,0.5380322207633268
2900-8532693-6,1.6552075258862944e-05,0.5335368778003536
8059-1263499-4,1.3034698829528891e-05,0.5398597129083798
3427-6477664-9,1.462507867479158e-05,0.5376239685042307
4275-7195888-6,1.2827362942989972e-05,0.5322743177185498
8030-9472056-8,4.895120549565824e-05,0.5375292970425536
6432-4744373-3,1.4042783675079173e-05,0.5515105183433868
1862-4313539-3,3.1244646030633246e-05,0.5361435977048937
8466-2998409-5,2.494325590830701e-05,0.5396050995384625
6294-1304725-7,2.9323384469021974e-05,0.5362157935637135
9913-0556571-2,1.0258221302680353e-05,0.5360253883756977
4426-6533020-4,1.133485499609456e-05,0.5347276834348537
1974-4385078-9,1.1585395037598292e-05,0.5379982197514789
8412-8470775-4,1.114617375186832e-05,0.5319840453811342
1749-3508525-8,1.6057736523633287e-05,0.5449919147542847
3800-7991762-6,1.1936711306435464e-05,0.5395051640006397
3334-9659852-1,1.465761256956037e-05,0.5328834389599242
7288-5089686-3,2.7595829537895687e-05,0.5399366399964228
2802-4196131-3,2.1390359498924763e-05,0.5302987498944769
6354-0430429-9,2.0151888245891703e-05,0.5407081320728034
4114-1370044-3,1.18692388612413e-05,0.5390715004021372
8085-8253421-5,1.5642129619913707e-05,0.5335269530176322
0652-9163226-5,1.7535627758658082e-05,0.5271675633787453
0249-5383277-6,1.5939947947348335e-05,0.5330270121938172
9716-8635176-4,1.7076667250327664e-05,0.5386721682351318
9164-1688631-6,1.4894201960370802e-05,0.529274989318834
0285-9186520-9,1.994502920213598e-05,0.5481654977959144
7131-7681998-8,1.83663878619906e-05,0.5324970694656588
5384-7410954-9,1.084627750663399e-05,0.5330064201244724
3352-8116169-8,2.4165951686928336e-05,0.5380440384919424
3490-9996325-9,1.0425907397477277e-05,0.5396956896735603
6404-8637046-5,3.330052361328406e-05,0.5413938494239399
9567-8266178-8,9.603439311436071e-06,0.5418704076317726
9935-7194122-6,7.323233881149917e-05,0.5448860690606274
4841-3258931-1,1.080418267852826e-05,0.534825210082067
4657-4412578-1,2.8977680837638387e-05,0.5324604455848457
9058-4845758-6,1.1086044738270533e-05,0.543013018928352
9898-7326814-3,1.2904930447946313e-05,0.5362108471881332
7712-4240273-6,1.307368633896372e-05,0.5362872479412352
6404-0516296-5,2.7554920148586036e-05,0.5381029151495031
8550-6541633-5,1.3097210919815984e-05,0.5341219168270356
0719-3276370-2,1.0708987698575935e-05,0.5428047748366633
0889-3565209-9,1.2666044513215324e-05,0.5351059327266284
3241-4648628-3,1.2220445092571476e-05,0.5356650009654536
9417-9064778-9,1.075199659695442e-05,0.5331492035667008
3422-7621305-8,1.4020879148065724e-05,0.5360864701382819
7759-8849804-9,9.969477629063949e-06,0.5269298748999177
1355-9125943-7,1.4051838124305848e-05,0.5364990938415655
5422-5547502-1,1.177971749810837e-05,0.5285520436022342
6847-3429554-7,1.1667145157832305e-05,0.5363033564196205
9654-7302968-0,1.022305524355986e-05,0.5288473858969301
3556-6573227-8,1.3241018902596042e-05,0.537391398408153
7724-1991721-0,9.291132881397842e-06,0.5371600624267598
1035-1323091-2,1.19568717763848e-05,0.5321060212249394
5675-9501702-2,2.086817575369813e-05,0.5476809547994955
7952-6740120-5,0.0001257141954160871,0.5441621807169623
8378-4977216-7,1.4893293091103345e-05,0.5354455286519822
3063-0481928-0,9.544115304075268e-06,0.5405024919182878
4147-9993095-1,9.027298743008237e-06,0.5280030295424083
1380-8001118-3,1.4568288613357407e-05,0.5380275359235389
6639-1299985-0,1.0384821261176382e-05,0.5357258865164941
2389-6536845-3,1.219440133601242e-05,0.5247008031561201
3226-8168452-1,1.0700579931485662e-05,0.5329585602887995
2762-1586016-3,9.938878870136473e-06,0.5338094929873654
9924-0738484-2,1.0485695227961628e-05,0.5394037103567144
2749-1730581-9,1.6991077193776538e-05,0.5347825858950525
5619-4249447-4,4.495994362720951e-05,0.5288803535525535
5991-6413841-2,1.4000114043077277e-05,0.534640122017052
5670-2566090-9,1.1099648129583695e-05,0.5348526433696051
2685-1093771-4,2.701399613003476e-05,0.5367293090035662
4812-1950009-1,2.2263892983299424e-05,0.5450396598675065
5256-7912289-6,2.5171632541466048e-05,0.5295956846574668
1873-0943056-4,1.586401745869606e-05,0.5364505128786764
1421-0585840-1,1.9091217765110625e-05,0.5368571715042914
5200-5275114-0,1.157348383811627e-05,0.5298207122808726
2788-8264873-7,1.6093134572111e-05,0.5332838910511737
5756-9431596-0,1.728882973118897e-05,0.5389534146025368
1407-0579998-1,1.5499530768583373e-05,0.5412723166150416
5655-7902923-6,1.004477931996818e-05,0.534006875177978
5785-2351345-2,1.960058303416923e-05,0.5369733800347731
2842-5368741-2,1.4953967153466557e-05,0.5376571514617166
3602-5045975-5,1.2903039498483316e-05,0.5383742031048635
1671-9469634-1,2.443379013534187e-05,0.5358299298244554
0354-8458137-0,1.0129338574944311e-05,0.5365671226608694
3945-9751909-7,3.0368591018480624e-05,0.5314313872462039
1663-5190627-7,2.131854988028405e-05,0.5418173577353997
8177-9135401-1,1.1346359825948266e-05,0.5271527710367705
5887-7785057-4,3.058213196103822e-05,0.5356465100079669
0342-7507422-4,2.0135992523823857e-05,0.538594723230564
5838-2974278-8,1.0637149565689e-05,0.5325181934089335
9330-3806778-5,1.4545761961233206e-05,0.5321206359576398
5924-3028731-4,1.3324847197986288e-05,0.538485210643596
4247-5558389-6,1.0262779315040952e-05,0.5317627182208027
5447-1532107-7,9.651876034135948e-05,0.5334065990002397
4187-5311700-4,1.6231523212784944e-05,0.5376828735795524
5667-5058295-3,1.4016352555072646e-05,0.529307432066707
9214-6600860-4,1.1056395969698156e-05,0.5289697726749915
6497-7171883-9,1.2860778262032096e-05,0.5293724788236946
4192-7459722-2,4.023932224692091e-05,0.534398043442244
0068-5616662-7,1.604704113077658e-05,0.542939987721886
3330-2820763-1,2.122439961627837e-05,0.5505504001928224
8781-6807824-9,3.4315805806561145e-05,0.5459241498849434
4166-1589753-9,1.0452917040456265e-05,0.5291602882917558
5614-9777656-6,1.649238986886611e-05,0.528790977873036
3702-6310363-7,1.0661413448693196e-05,0.535596454293345
2566-0403123-2,1.1432146748835482e-05,0.5262944290971183
7287-9422016-4,1.1015894350484044e-05,0.5354818943864692
8583-6154332-3,1.0016560082573404e-05,0.5265353995406784
9782-7642050-7,1.0809628091287155e-05,0.5295034235461769
8323-8373917-3,1.509940863202259e-05,0.5321524963063962
9234-5864141-2,1.8832244425119374e-05,0.5393713527979435
9803-8174765-1,1.1733872120622504e-05,0.5327687450372958
2895-0876877-2,9.253072816217178e-06,0.5399494957082507
2880-5056956-5,1.4460884349008208e-05,0.5317290888658086
7599-9598828-3,8.987698122939992e-06,0.5247531872520712
3295-5358979-6,1.0673899850537572e-05,0.5251508003764055
7545-8593059-4,6.962159195782087e-05,0.5343001603705404
5308-1779086-2,1.1033777739502694e-05,0.540592744867878
2901-8793399-0,1.670202368471485e-05,0.5250791430785605
9600-8882780-0,1.3427225125196365e-05,0.5272283749695995
2728-6986366-7,9.996547000114033e-06,0.5368216596893889
6218-5655038-7,1.2723519122600169e-05,0.540230449076972
1798-9932205-0,1.0469985206629158e-05,0.5297656215681299
9777-7241971-1,1.1189868580303e-05,0.5385559347691629
4529-2583166-2,1.1665644450286578e-05,0.5360043069052493
5944-1737714-4,2.278446141727749e-05,0.537597770917917
8366-5201248-2,2.1265091506968748e-05,0.5291630922117824
8237-3708260-7,1.0172747176425328e-05,0.5309026975191179
2762-1250203-1,1.0506317681344066e-05,0.5308376958443731
1486-7175478-3,1.0022258758841382e-05,0.5324096766175471
2492-0896172-6,1.1286009215424954e-05,0.535413800692111
2372-5781634-5,1.345918578487938e-05,0.5335753151522978
8171-6791404-4,9.59107471238982e-06,0.5323597096047915
9817-9905863-9,1.1776250118540104e-05,0.5307325007828115
3610-1758421-9,1.6330432020615555e-05,0.5354221815129367
9672-3815947-7,3.219068122023991e-05,0.5410046567887095
6227-9237848-7,1.3293773178780257e-05,0.5348479102446008
5449-6502141-9,2.7154611327302858e-05,0.5428311540263561
7299-8550366-9,1.621332651650506e-05,0.5369142298139223
7154-6325779-0,1.1733607336010775e-05,0.5261807470437985
2513-1156866-1,1.6209676320141648e-05,0.5430129966694477
7205-2264058-0,1.42364372834142e-05,0.5431215971507675
8890-1118574-2,1.8642071874397505e-05,0.5273410245356546
6136-8334566-6,1.3596598183258555e-05,0.5457607936003084
5440-0227406-2,1.9753579695456648e-05,0.5357265196479855
3563-1361530-2,1.0809427172258804e-05,0.5305101052823682
7472-5184899-5,3.340625142005472e-05,0.5311471789193797
0603-7579500-6,3.842421341970712e-05,0.5355062196168153
0282-2300855-1,1.9294524389233037e-05,0.5374910713921317
5865-7796530-0,1.0674665320375864e-05,0.5314791377056964
7279-8205352-4,2.476459927228224e-05,0.5319583893490291
8528-7380072-0,1.4351490312103984e-05,0.528244269184081
4397-6178188-3,5.2344685962244654e-05,0.5357442000966965
2909-1219959-5,1.212011733019617e-05,0.5344368176334269
9969-4960562-0,1.0908703754297848e-05,0.5289472324790796
8235-2119498-8,2.765880487830719e-05,0.5270163467313183
4584-6180519-4,9.821723651843016e-06,0.5330298453593789
6083-6898686-5,2.4445682337618025e-05,0.5304084550592169
9534-9584130-2,3.231021410400939e-05,0.5423953176899496
9782-4214819-9,1.0497932901064836e-05,0.5323489919174795
3471-5647351-6,2.4446110524250457e-05,0.5330018619914036
5962-1798781-0,3.599297478236797e-05,0.5423375479685427
7423-8921130-7,1.5545133802150367e-05,0.5323628027027552
4270-1335528-7,9.968845220021346e-06,0.5420389413859328
5498-0960251-2,3.0009453127852298e-05,0.5334116138149895
4060-4068036-2,9.984432048688133e-06,0.5314946073514204
3933-4486590-6,1.5223953958753122e-05,0.5314650355183802
7953-1612228-2,1.3435123242164173e-05,0.5292385284648373
8744-6554512-8,1.6870117385195862e-05,0.5468459167129975
5402-2957264-0,7.466331804198511e-05,0.5276260424271427
7564-2902242-0,1.88709737092875e-05,0.5320423048031779
7482-7527191-3,9.21805140853419e-06,0.5321079527888853
4773-3235459-4,1.120914851537136e-05,0.5384094526460071
4655-2681785-3,1.2666541825189362e-05,0.5296931964950481
6463-6294038-0,2.533900220602924e-05,0.5270244284016192
6778-6362887-1,1.0479007023833462e-05,0.5336892809125884
6099-1714075-0,1.0588663388506846e-05,0.5370702922491465
1341-8514247-1,2.5750311736289613e-05,0.5283800521344785
5995-8985078-8,1.92811767507662e-05,0.5361302849523518
3172-4077532-5,2.39800733207151e-05,0.5371046937639737
9210-3800883-5,2.2028481324405927e-05,0.540248108458324
7360-5918518-9,1.211729948344938e-05,0.5401941363624818
8165-8475007-6,5.901683938630863e-05,0.5501763234288561
7515-7980400-5,1.6174175633074502e-05,0.5417646386296611
3593-2661699-4,2.4681818529269876e-05,0.53140822488323
2632-9142864-2,1.2291493536964345e-05,0.5318035934871167
9701-5478728-0,9.32561584277338e-06,0.5373885553141127
4019-3157302-2,1.2657376444689415e-05,0.5391372367293509
2182-1337213-1,1.6211114565742328e-05,0.5291990699796502
8373-1334766-6,1.345059722479516e-05,0.5327156093472155
4253-5125208-6,2.1907988104737963e-05,0.5380393782020189
1695-9977990-4,1.867723711914933e-05,0.5286140341448703
6603-0085814-9,1.8780995110687604e-05,0.5340820346115088
6608-6335250-9,3.193326846304918e-05,0.5345229950593847
5009-5428877-5,1.1328618909784612e-05,0.5304173776351266
4880-1033037-0,1.4656689971295826e-05,0.5348207677818919
9738-4240609-5,2.1114292675732585e-05,0.5415135789516051
0271-9806829-8,2.28530000444122e-05,0.5344403950499674
4039-8047414-1,1.188171086583272e-05,0.5374906401522681
2505-8738809-1,4.130526254305839e-05,0.5455386466218135
5257-0149236-6,1.1187788639646007e-05,0.5291491088386796
3070-1124025-8,9.643898241689276e-06,0.5408042010797269
4695-8314731-5,2.168526734638736e-05,0.537073662169301
8959-1027031-9,2.7008840727791854e-05,0.5315292963450455
4326-3366188-8,1.5577791508739844e-05,0.531032327872636
1092-2651051-7,2.9144795012367964e-05,0.5387562583118852
2866-8770672-6,9.567713923121645e-06,0.5418718458225531
9415-9293555-0,3.793629957737961e-05,0.5368130109017695
8173-6093528-7,1.1595227491597591e-05,0.5363361031616588
6559-2921903-1,1.0524902781090528e-05,0.5382300251372569
6775-3017990-5,9.897697911592393e-06,0.5383455481795849
0110-9839578-8,1.9378499239213094e-05,0.5295710438093577
0512-0336835-0,2.166975641674558e-05,0.5258950439985497
7950-4768498-3,0.0004364912658194184,0.5420246778414699
9792-1110412-7,1.48573281510783e-05,0.5295098987287873
1374-5800781-5,2.4781897713051853e-05,0.5232800348535999
6621-6274849-5,1.6534335453017016e-05,0.5365252563319655
6769-7597787-3,9.707301269243988e-06,0.5353786732782642
0053-7327909-3,1.343182218044358e-05,0.534261802129571
5149-9668241-5,9.991848397279892e-06,0.5298936337692812
6644-0276840-8,2.1934281296370143e-05,0.529255231621556
5143-3148902-4,1.607029087206864e-05,0.5386552036287986
1860-9609098-8,1.3993096803065971e-05,0.539173701359719
9115-7052920-9,1.4982913007336177e-05,0.5294163766820973
4141-5266487-1,9.242766162177867e-06,0.5358992153895505
6608-4483080-2,5.251673464082532e-05,0.5543042083354309
2323-5969456-0,2.8920028141540165e-05,0.530995026808904
8742-0123961-4,1.053739323275338e-05,0.5329110546675688
9045-2555187-6,1.1041172905958765e-05,0.5406333241675594
6450-6158789-4,1.4365529556030076e-05,0.5351034281898377
8716-1914275-8,1.1512006043098037e-05,0.5370461528883
1801-7933378-8,1.103550383774284e-05,0.538740440086637
9361-5731185-6,1.6579184746283306e-05,0.5277547796383559
4788-7020986-7,1.6955388639318003e-05,0.5300124786360754
7107-9270872-5,3.23380946075666e-05,0.5438220879205774
6446-3143238-8,0.00012399035569499357,0.5465965176201302
0453-0526348-1,9.042831065258477e-06,0.5445028517104357
9502-8565474-4,2.3058404520839198e-05,0.5314479496405914
4125-2249507-3,9.344361216431551e-06,0.5314977811906497
7668-6144298-3,5.359337376508058e-05,0.5376794446276721
3338-7338449-6,2.050793181246533e-05,0.5341906373996943
3343-9727494-0,1.2374227281849866e-05,0.5349289783667112
4449-3256287-5,3.933267191724852e-05,0.5304279369619087
6081-4906888-5,1.999551958816356e-05,0.535094377558459
9761-3478730-4,1.1690642862456297e-05,0.5332317033593924
5937-2055518-5,1.1816080949532296e-05,0.5427308924801105
4726-5053087-7,1.6859519470495573e-05,0.5448143758460613
9181-4909405-5,2.494602130767909e-05,0.5427716792930375
8596-9752512-3,3.55608134269814e-05,0.53380879706572
7357-1734542-5,9.097098384117364e-06,0.5362781710603871
3000-4510070-2,2.2509415138503795e-05,0.5353341332042163
5241-6504159-1,4.4138144634289344e-05,0.5255116445604424
3927-2280296-4,1.9020428500087142e-05,0.5367470283272654
8411-8405513-6,1.392495685663885e-05,0.5376916009642102
1130-1306407-3,9.8213675623724e-06,0.5360892241753991
9691-1476534-7,1.2213664052939769e-05,0.5389376534373125
4211-5153851-6,1.119019202399669e-05,0.5329160541039509
5929-4361230-0,1.9831205688505515e-05,0.5334589027889309
3226-3065011-1,1.0128068964232012e-05,0.5342412445682693
4078-0152630-2,1.5857055901787757e-05,0.5392924223501147
7737-6735344-1,4.217956084117883e-05,0.5291342766187361
1104-8452128-7,2.2553547626593804e-05,0.5404280413628304
9851-9275029-2,1.0966019691044612e-05,0.5293658367538251
6928-7125330-0,1.434637644260824e-05,0.5294755026864467
9395-5444535-1,2.788040596097065e-05,0.5320918252001093
1112-4423519-0,1.7377640457200704e-05,0.5361727726667662
8286-7249764-8,1.1517159834677662e-05,0.5407275195763116
5036-3767809-7,2.664793298891512e-05,0.531038544004698
6030-5595994-6,9.975577172770412e-06,0.5379282298915297
9818-0174557-1,1.7390217366768188e-05,0.5448180467149415
1515-7793552-2,1.0017470567088458e-05,0.5361264574959043
7088-6227651-5,1.0386414822960892e-05,0.5394837046310844
6072-0325108-0,1.6026391920985017e-05,0.5376263728030722
8045-6346291-4,1.070801416070178e-05,0.5312158047134454
0550-0474024-1,1.2750687395769154e-05,0.5422527378062075
6470-7357293-5,1.1120373641109043e-05,0.5316508409955891
9687-3142439-9,1.0500709369962232e-05,0.5326936823815186
7078-9752620-6,8.842464019698853e-06,0.5312891809108808
0418-2708594-0,1.007036410336347e-05,0.5296658663805733
2684-8762958-8,3.453234557916778e-05,0.5383413068834215
1355-1080430-4,1.8776925854141212e-05,0.5376446982509007
1466-4773099-7,1.158101783162839e-05,0.5380572240683764
1897-0859510-2,1.2550780423128757e-05,0.5375352801015523
4991-4291372-2,1.4186619577440428e-05,0.5302559846895034
4618-6739013-2,3.469331643016699e-05,0.5293418281005171
5644-9737509-1,1.810018276022924e-05,0.5341474008120078
1560-3693349-7,2.873316104127748e-05,0.5269363363978261
9681-4813050-5,2.0585988181945e-05,0.5300674804989473
3068-0188818-0,2.450137471259618e-05,0.5345945716442542
0340-8395907-9,1.0434565870515158e-05,0.5382292215138663
9412-0086557-8,1.082560863508381e-05,0.5347563704093247
0307-4906677-0,2.7320931049715128e-05,0.5394779223604649
7903-9351735-2,1.419162511756652e-05,0.535976480733256
8462-3137305-5,1.0120119976667652e-05,0.541764454739451
2282-6163035-2,1.4708625666546606e-05,0.5432221223502802
7966-3181722-9,1.002609879414502e-05,0.5435419902197456
5834-9275787-7,1.21346628193834e-05,0.5327710646390256
8163-1595633-1,3.4517474717895786e-05,0.5353036898668415
5744-3188546-9,1.402982689235216e-05,0.5378310757892006
8903-2895527-8,6.936204514081733e-05,0.5328390318705366
3531-1213042-2,1.7360103164185704e-05,0.5282338281031671
7113-0968027-4,2.972444814145345e-05,0.5458793733602243
3791-1027557-3,1.9341894117542863e-05,0.5330817239109682
8096-5947032-8,1.116192400950442e-05,0.5315842114168174
2309-4988844-2,1.3954477566487143e-05,0.5408313318488485
5750-6946749-3,1.0273043210265588e-05,0.5254231620615505
8177-0975045-3,2.1492473448963973e-05,0.5306693442223306
0435-9735626-0,1.40218953469716e-05,0.5295183761322112
4379-1136574-4,2.841321033644466e-05,0.529192577053445
1910-3879003-5,9.782233430577956e-06,0.5378114068022576
8376-9376266-2,9.613790214920652e-06,0.5350436338908178
6243-8887175-0,1.7565423275366802e-05,0.5312183192528799
9803-8854986-6,1.9005643349108865e-05,0.5413943191869376
0892-9943003-5,5.799959928432332e-05,0.5387607292471409
7914-9887570-1,1.015452905115732e-05,0.5362665289677266
2309-1011331-7,1.440674639906721e-05,0.5346585063224701
3447-5154063-9,1.1794109870516652e-05,0.5235055621256429
9713-3851585-6,1.2283410181157089e-05,0.5420669172955185
0508-9717473-5,1.4006929549875416e-05,0.5341501469494638
9106-0290025-8,1.1440647043023631e-05,0.5298798716877721
0258-8199075-7,1.182410455329374e-05,0.5318759763538053
3943-4955410-2,2.0615826375778785e-05,0.5341262741463415
1516-5375883-1,1.9288462407530827e-05,0.5494240904810529
3718-5895477-2,1.3323051698579551e-05,0.5295065738517949
6735-2060389-2,1.0545096305861669e-05,0.530264612505037
5402-3574063-2,1.630937179667197e-05,0.537759913029899
7932-3407363-9,1.8885910059084636e-05,0.5451400833909616
6052-9261623-1,9.7002035059421e-06,0.5336209341480829
3393-3611564-9,9.386138741738489e-06,0.5415149489328417
0329-7391835-5,1.3564417837092182e-05,0.5424462495202858
9973-3982225-6,1.0298261217410948e-05,0.5338362313456555
1112-0482794-8,8.895121625150669e-06,0.5327537705254202
0941-2303793-8,1.2129717674626394e-05,0.540632439419391
7038-9020367-9,1.615976923647403e-05,0.5418622851065882
8606-0504154-6,2.1932934202228097e-05,0.5378350706888604
5493-0722839-1,1.3547556231131009e-05,0.5442935590627229
0195-0891447-7,2.4181242885939047e-05,0.5326630840105377
1033-3915083-6,1.8355649896765618e-05,0.5353809817344792
6166-2371704-2,1.8045220488062816e-05,0.5324114124928991
3434-6084852-6,1.5825913600830064e-05,0.5279806677004383
6459-3313772-6,1.9220204458070075e-05,0.540921505828139
4374-3853496-2,2.3810605533798675e-05,0.5312526836174787
3799-8783726-4,9.759353897478513e-06,0.531010581239639
9599-8320003-2,9.535899645092476e-06,0.530657869754717
7855-1351341-0,9.96278543707654e-06,0.5382935312968988
5753-2873279-5,2.32016966974713e-05,0.5338805560802589
8226-3004888-8,8.896225467403215e-06,0.5291305356508295
6972-4139493-4,1.4299990594426946e-05,0.5451435418046542
5610-7281973-0,9.650501438197733e-06,0.5341513484348648
7287-9638249-7,1.4060911094776917e-05,0.5408362857647822
5508-9812994-2,1.7433029573616302e-05,0.5436751226978022
7637-9795227-3,1.1118260488446811e-05,0.5392995154640198
2993-8674897-9,1.0840323719176376e-05,0.5348882537166161
5976-5383230-9,1.3278516214286453e-05,0.5400909773248073
1193-1979011-2,9.958429116763738e-06,0.5319714935532953
1503-9973314-6,1.0398817390431722e-05,0.5351655575597527
9535-4449847-4,1.980253286034917e-05,0.5392466102079059
0312-5673583-7,2.6582143936937155e-05,0.5460132909233396
8208-3850769-4,1.4919370191622684e-05,0.5369411027886759
