ssn,trans_num,unix_time,merchant,amt,is_fraud
2198-3392916-2,b139a06b676a35b3f401d2810272d633,1625693882,Kimberly Clarke,21.26,0
2198-3392916-2,d92f4e82c947576f53c001c56a8ce383,1620565072,eBay,172.84,0
2198-3392916-2,0eab0b7ee34473c4baa4f6b7b7037b3f,1599740472,Innisfree,32.57,0
2198-3392916-2,407d5ff0d051bbe9df16eb6c08e052ab,1638546695,Mary Kay Philippines,49.98,0
2198-3392916-2,59b8823bdfa0a68eea743378b4dc7276,1595764410,DIY Hardware,70.26,0
2198-3392916-2,6495d6e211e456a040a57a587f810e05,1595281198,Gourdo,94.5,0
2198-3392916-2,657947aa96cacdefb75f4b6e3a4e2d68,1602421038,Tier One Entertainment,249.74,0
2198-3392916-2,67fa1432337c2e77d14dee6d12101f97,1609284111,Metro Retail Stores Group,5.84,0
2198-3392916-2,8a8054b661ceec6205cd17f4a3f0660c,1615865635,Landers,64.47,0
2198-3392916-2,c23f2cdf3f784003639537c1c70df1bc,1636242385,Lazada,53.37,0
2198-3392916-2,cc0c98e2d8416ec797680957bdc289fa,1612490393,Comic Alley,33.82,0
2198-3392916-2,ea49dc137ad4384ca121cdbba2b80969,1620216902,Stage Act Philippines Production Company,58.05,0
2198-3392916-2,eebb287366fe574ca0be1eaa6c81bdcf,1588167031,Rustan's,96.2,0
2198-3392916-2,0ddc1d116a74c9a437ddcca90e13ff99,1632888312,Pick a Roo,292.72,0
2198-3392916-2,2b7567047d2ef53f0ffb386e6d56658e,1608040965,Dunkin Brands Group Inc,26.74,0
2198-3392916-2,2c1251a4c2934a3747b76d10011cd986,1602518650,Dunkin Brands Group Inc,106.37,0
2198-3392916-2,4885ac343051df720d73346444c8d069,1590866311,Inquirer Holdings Corporation,148.14,0
2198-3392916-2,552ab74a0b9a04bbddbc95acdf821c8f,1623485914,Caltex (Chevron Corporation),84.55,0
2198-3392916-2,5a1d925b3bf7217b04eff47d8a60c106,1636205845,Lazada,1.7,0
2198-3392916-2,71dfaf6844f4503ea392e27ba5b3fcb7,1600969350,Hill's Pet Nutrition Inc.,38.3,0
2198-3392916-2,c55b682c668888565f31ab4c81707359,1618530095,Chicco Philippines,10.57,0
2198-3392916-2,e6a5cd3183b15c9ae6040d034f882e31,1628380700,TV5 Network Incorporated,130.13,0
2198-3392916-2,0b310d0355ac61685a19ee6355fa310d,1597226249,Metromart,110.88,0
2198-3392916-2,228bd8c28dbe29ba90f2c3e720840816,1605795988,SM Store,3.7,0
2198-3392916-2,2b88913d2cfebfff90b996834034c982,1634513784,SB Furniture Industry Co,47.42,0
2198-3392916-2,2f91ef4ac0a44944885315de45a5a0a7,1636645814,Rebel Yoga,80.35,0
2198-3392916-2,9b3da97d92c40ff676d216885a14f3a0,1580079892,Ace Hardware,10.04,0
2198-3392916-2,ae98888f3add370958ae36003d9a8c9a,1588799816,Carousell,276.27,0
2198-3392916-2,e54f387c2b6db4b3d3cf87514aa438a0,1629791108,ZAFUL Philippines,4.99,0
2198-3392916-2,0414de7ec704bb5039b54809220fa159,1585290218,All Day Supermarket,215.02,0
2198-3392916-2,1f37d28ffd66709317c1ff5758b1217e,1625589030,MetroDeal,6.83,0
2198-3392916-2,5960b68c03baf8c825a2c977ed0ab603,1593372894,Marks and Spencer,119.63,0
2198-3392916-2,6937bdd886c222e528c0c76d2961c9ea,1582041828,Uratex Philippines,124.58,0
2198-3392916-2,77131e7b93d2f90b08415c1dd06089c6,1585915637,Rappler Holdings Corporation,72.26,0
2198-3392916-2,8d446d15fdccc517b521a2917f043d59,1584008533,CleanFuel Philippines,76.53,0
2198-3392916-2,8e91f9e380ec2ad491e09ce149ae94c6,1627789440,ZALORA Philippines,13.2,0
2198-3392916-2,911106df91575a1f63c2a63e4ef87d30,1606006932,Robinsons Retail Holdings Inc,181.37,0
2198-3392916-2,a69e211e3b8c0307d27a2a5dd9f1819d,1609154257,Six Pack Chef Grocery,28.92,0
2198-3392916-2,bf256feaa0f63128eb036b58575d5377,1630877868,Marks and Spencer,9.38,0
2198-3392916-2,c0dd58413867d8bc0094239296435140,1591109636,MetroDeal,4.93,0
2198-3392916-2,e496c8e8e1fa29b98d5fe3df3e9e9c57,1583678033,Procter & Gamble Philippines Inc.,1.42,0
2198-3392916-2,ecd9d1a17f6078f0992390700010c489,1595193097,Robinsons,7.32,0
2198-3392916-2,078d6b78e49de0aaad2e95e4a2d1af48,1624573491,Shakey's International Inc.,63.16,0
2198-3392916-2,1be1726bf92c0e1048f0b86384b9fc08,1593870493,Starmedia Entertainment,44.92,0
2198-3392916-2,1fbb0a89cbcf9eac40b6675c1e5e9eab,1628076432,Kimstore,137.03,0
2198-3392916-2,41455f0f66609904107fdc681aaf2b60,1592943264,Colgate-Palmolive Philippines Inc.,34.39,0
2198-3392916-2,44a879b04e1b8fb9eda41112018f258a,1620447929,Pioneer Center Supermarket,209.51,0
2198-3392916-2,5ac7d1f12038a7d21103a38748d81996,1625763936,Ikea,55.26,0
2198-3392916-2,696f6d820719f4ed602abb0b759b6477,1585352652,Daiso,2.06,0
2198-3392916-2,7e8480eead1f39de67c3329aacac8ea6,1606298637,GoRobinsons,54.95,0
2198-3392916-2,d0725599f43368ae2e2e244d28be64f2,1607625699,Gourdo,10.99,0
2198-3392916-2,d72800ba642142e0ec652ad09ca8fc9f,1627845146,Happy Foods Group,52.83,0
2198-3392916-2,1d764138760fc48ac2995a2ecb61a37d,1592144108,Star Cinema,52.71,0
2198-3392916-2,1f82b7525c72f37c9aabe1955df2bd69,1595367707,Ace Hardware,134.78,0
2198-3392916-2,2dd2bed1c0cf75e0b2fbf5d60b9a1d34,1634482565,Carousell,50.43,0
2198-3392916-2,65a09cbe28d443fa63c95d8ee5e1f526,1636845227,Japan Home Center,7.38,0
2198-3392916-2,6bf8305bccfc7afc8093bf5473df5552,1597797462,Pioneer Center Supermarket,217.18,0
2198-3392916-2,da40d9aa2b5455cb784c97029aef40f5,1579900494,Urban Pets,37.22,0
2198-3392916-2,db0c150fc91f140d07c71e558fa085ee,1601925422,Beiersdorf Philippines Inc.,90.8,0
2198-3392916-2,deeacf3c522588a1cf8a083c12e00d32,1614946037,L'Oreal Philippines Inc.,61.19,0
2198-3392916-2,11750957299514acd5b6d70d66b2050f,1634326037,Play Nation,33.49,0
2198-3392916-2,2d86b8e4b476e6f83f8a52bf0ef9ab06,1637336898,Ikea,27.31,0
2198-3392916-2,4623fd3cde1fc2a469455ed40e8dd7d5,1623525261,Argomall,8.91,0
2198-3392916-2,4bccaaf00b1277ee364cc3624f81fc94,1605992919,Splash Corp.,17.73,0
2198-3392916-2,501377ba84ab5e287b66baf154b7c410,1579260191,Pick a Roo,6.35,0
2198-3392916-2,583e32a01685ffdda8c3f2a4cd80e43f,1601619121,SeaOil Philippines Inc.,71.27,0
2198-3392916-2,6c0dd4e61cc1284f4d6722459a4a1983,1631124760,L'Oreal Philippines Inc.,110.93,0
2198-3392916-2,7dc4644d25e9aee898a75a587a1d40fb,1620707834,SM Markets,56.17,0
2198-3392916-2,86f8a3777b5b723c7ba2c0cb879bffeb,1588089684,Muji,5.98,0
2198-3392916-2,8a7d0c2e9604c5d4bb8917102a0439dd,1592030157,SM Markets,63.26,0
2198-3392916-2,bb1c3846a7031fbe4696ff2fa6c21f6f,1621892908,Beiersdorf Philippines Inc.,98.56,0
2198-3392916-2,bd2703aa999b22a8eee6129689413fc1,1585354387,KCC Supermarket,198.11,0
2198-3392916-2,c5ee0ce3d2cabe80911a85c17acac5d9,1590776592,Zalora,82.17,0
2198-3392916-2,0839fa9e02b37b823e95312004c94cbc,1607114065,Mary Grace Cafe,77.32,0
2198-3392916-2,2ccb7c807a5272e9b789eb3835b0f755,1621015616,PetExpress,217.91,0
2198-3392916-2,2d2d0be55e7042b43a5ea8ce2a502a56,1580494929,Johnson & Johnson (Philippines) Inc.,33.1,0
2198-3392916-2,34cb6249b25c47b8b465014de8b9359d,1606855750,Sawasdee Marketing Corp,44.96,0
2198-3392916-2,3a35dc8bd8b77af7b21e2706e7fbb953,1581848365,Rustans Supermarket,193.33,0
2198-3392916-2,523259197d32afb6a66b1a577e2e93d5,1585221909,Suyen Corporation,184.81,0
2198-3392916-2,6ced12a238428be562f57491ad99ab06,1624159175,Landers,213.49,0
2198-3392916-2,7e21e7a1a6a32f016ab50402132413f8,1619529651,Dunkin Brands Group Inc,66.92,0
2198-3392916-2,942705f1aaa7022bc00a89dce29f2966,1608193619,Waltermart Supermarket Inc,105.66,0
2198-3392916-2,96840a1f7acf18d9a411cf5502a702fe,1621764893,OLX,46.09,0
2198-3392916-2,a66aa79397567710c8962983de804d0e,1581982815,Celebrity Fitness,83.91,0
2198-3392916-2,af557cd158298ea2b6b3d88e24443cdb,1602614586,Shopee,6.64,0
2198-3392916-2,b7297c9ec121bbc9d79f961a37e451c9,1604451386,Robinsons Retail Holdings Inc,171.24,0
2198-3392916-2,bcf4938b8631de61fa81ddd1670e37a1,1626240214,Kimstore,296.82,0
2198-3392916-2,c74ccfcdce24fae4895ffc4b7c3a0a23,1586606149,Unimart,181.51,0
2198-3392916-2,ceeaf68194300895d80ffa1bb89933e3,1633353877,Human Nature,3.49,0
2198-3392916-2,cf246311b51633edf18289569b88f892,1591537095,True Value,68.18,0
2198-3392916-2,d8c2497995b47a2b6c5fe5c9b99bf4b9,1630693165,Kultura,252.71,0
2198-3392916-2,e0e6bc4e01f293d4dc5388eb80ea7620,1578933875,Shakey's International Inc.,32.18,0
2198-3392916-2,e72b96f80f0e4298641d4f101611a619,1603288744,Gourdo,30.1,0
2198-3392916-2,ea72517bdbed7ea7444b50a945e3d3ae,1596025220,Ikea,63.24,0
2198-3392916-2,06fc8456f0d83b816b57d5b8a0343b38,1593922399,Pushkart PH,47.26,0
2198-3392916-2,0d8b1ab2fe8b982e9e1e015f870b4b33,1603357373,Octagon,136.91,0
2198-3392916-2,36da3194136dd227f2bf29ddf3fa1c82,1611723642,Landers,217.09,0
2198-3392916-2,3d95ad1a819b2510f2f305100709c0eb,1630444692,TV5 Network Incorporated,17.51,0
2198-3392916-2,504450ccf53ef4cced602b45776f06a5,1584516225,ZALORA Philippines,7.71,0
2198-3392916-2,9184186ff8c029d7e0f8ff86f3da0e40,1585970296,Six Pack Chef Grocery,105.91,0
2198-3392916-2,997ce23caae2a9e0e934b628e0c762b2,1584163155,Carlo Pacific,109.13,0
2198-3392916-2,a69eb0b36d96cbbb565ed3c44df82ac9,1607114877,National Bookstore,23.17,0
2198-3392916-2,0fe69be6ba9296eddf7271fee2b6e67a,1630764828,Cosmetique Asia Corp.,34.68,0
2198-3392916-2,279bc4ea73e9e5a533c144406cbeb60b,1588085282,Club Gymnastica,255.36,0
2198-3392916-2,30b944d0065f3ecedd21749890fa98f6,1582257088,Homeshop,104.63,0
2198-3392916-2,423450efa3bc01c6aecb91ded92a8dee,1622775140,Rustans Supermarket,216.21,0
2198-3392916-2,4ba671d66f6836c86cfa0ad9ebb6114f,1603871441,Pushkart PH,50.05,0
2198-3392916-2,701b5164f699748e23828651206a2ab6,1610160849,Pick a Roo,15.45,0
2198-3392916-2,b21fdfe0bfe83fe6373c2baa539bd523,1633973948,L'Oreal Philippines Inc.,65.5,0
2198-3392916-2,cdda934b9a41d896e83fe9b3a5746a1e,1599685624,Bioresearch,60.62,0
2198-3392916-2,f46de0b6cd7164eb598ce476e7362916,1607781075,Baliwag Transit Inc,2.52,0
2198-3392916-2,1bd735750ade14c6a653736010f07eee,1637169889,Jollibee Foods Corporation,101.52,0
2198-3392916-2,52c118ce757756736208855b3b572c75,1585983713,SeaOil Philippines Inc.,58.02,0
2198-3392916-2,67e6b4e2e09867afb188854e58003aca,1612365306,Urban Ashram Yoga,147.33,0
2198-3392916-2,74fb258ab059d07e906300fc4ffc1980,1634875557,Kimstore,19.09,0
2198-3392916-2,9929899ea7803cfcb2a1d02be3f0ff67,1607442127,Pottery Barn,134.64,0
2198-3392916-2,db6869323c88b9880704b3851715edcd,1599851457,eBay,171.44,0
2198-3392916-2,01d9b9f348a7bbcd0fd30ce4674ec1fa,1635102918,Inquirer Holdings Corporation,67.44,0
2198-3392916-2,1ffdd469cfeb3157c674cec083dd50f9,1589336417,Kimstore,1.24,0
2198-3392916-2,2985dfadf90ed41e99379512743d6c67,1624897351,Urban Pets,52.2,0
2198-3392916-2,57d55a4df19202f905294fb554a7eb26,1613706944,All Day Supermarket,175.04,0
2198-3392916-2,76ae9d7f2f596681761d4a54408e8144,1603661082,Ikea,40.98,0
2198-3392916-2,af95fc625cd511b6ffd77045a2df7197,1608352572,Liquigaz Philippines Corp.,66.26,0
2198-3392916-2,b6237a03b8f344375114625ef05ccdb2,1596728506,Bioresearch,10.73,0
2198-3392916-2,25c820e960774d78af7a2caaa91437d4,1631435335,Robinsons Retail Holdings Inc,180.5,0
2198-3392916-2,2a43edfe1695bf3c5260e69ed40af359,1605960512,Gold's Gym,17.73,0
2198-3392916-2,430dbceb698a0d234458a9a90022aeaf,1580835580,Cornerstone Entertainment,28.4,0
2198-3392916-2,51df87d7c04ad99ef4343e1b3e51d6ba,1607773001,Decathlon,654.95,0
2198-3392916-2,6045d1592eaebb6623b57b953a5736e8,1629509261,MedStoreRx,2.81,0
2198-3392916-2,69bcacaf9ec38abf5000a961ea9c75aa,1624042516,Robinsons Retail Holdings Inc,169.86,0
2198-3392916-2,72ba58999f3dd75ee826fe47636d3c15,1590289382,Ever Supermarket,173.55,0
2198-3392916-2,798e68baa995d5abf284f68ceb73ca05,1607312801,Landers,179.03,0
2198-3392916-2,800094a8e4802fa7b3944bab2edf142a,1632461822,Typo,14.48,0
2198-3392916-2,84af700042f70ec26898fb12b044236b,1629725946,Avon Cosmetics Inc.,215.69,0
2198-3392916-2,8d0a6257170907f57cb517063f0bb1db,1625924754,Human Nature,8.1,0
2198-3392916-2,94f208d49d8e30bb41657c528e8d94d1,1586096668,Pound for Pound Fitness,23.46,0
2198-3392916-2,9cbb5f32bcdc661785cb053e7cf08752,1596947349,Carlo Pacific,236.01,0
2198-3392916-2,d36cee013ebebae39eae19c27bc3cd19,1613000927,West Elm,29.84,0
2198-3392916-2,d9a07908801e6be5d5427bca063a003f,1616157790,Marks and Spencer,3.57,0
2198-3392916-2,f6f0d18293cefee24b6124b75d2f85f3,1628258888,Japan Home Center,162.91,0
2198-3392916-2,1cefa6f0209c938825bac762cd7c1561,1617938329,DIY Hardware,9.07,0
2198-3392916-2,1da7ec1452ee627000fe6d6075b71b35,1579891025,Chicco Philippines,59.97,0
2198-3392916-2,4154e3a3d8c8eb6b325c34de997a4164,1601311083,Urban Pets,49.0,0
2198-3392916-2,7b8cfdf66cf55bc8c2f9fb2d036c3a44,1619188065,Eventscape Manila,171.73,0
2198-3392916-2,9b5ddc1e9152a70148c77fd8f710d513,1589596788,Landmark Supermarket,203.02,0
2198-3392916-2,aa12fd43dd1c4c9ac7e05d66f023c065,1595453456,Royal Canin Philippines,93.2,0
2198-3392916-2,acfaa9062f7fe2542f1eeb83b1fffbd1,1595041052,Savvys,81.21,0
2198-3392916-2,b5da938113530477d986d3aa641fcb5a,1596113299,Carousell,532.66,0
2198-3392916-2,eef31960f1f23322337794bdb8b5a9d0,1633736587,Colgate-Palmolive Philippines Inc.,22.25,0
2198-3392916-2,f886fe85b81408d1a11817bdbabd4c5c,1609487874,Galleon PH,77.01,0
2198-3392916-2,0aacf062d507b218cbd9c3194f6f5c7c,1595608347,Kultura,203.33,0
2198-3392916-2,1f931c556271863722c1a5e71991637b,1585906224,Pioneer Center Supermarket,245.61,0
2198-3392916-2,2520515097e62f7707c7cb437a98cd91,1588748883,Phoenix Petroleum,74.31,0
2198-3392916-2,29e41cfe03508c3dad83d83ade0f9a97,1622552486,Gaisano Grand Group,7.75,0
2198-3392916-2,3ca00f6a07595877ebd9bfebaa31c162,1638350899,Travel Club,70.12,0
2198-3392916-2,54eb60318b20adbbf35b19f68453dca4,1580679837,Kimberly Clarke,57.16,0
2198-3392916-2,6023738261bbe8ba7edcd12c6f23f421,1624686227,Robinsons Retail Holdings Inc,215.55,0
2198-3392916-2,62c380cfdc8d3131d5ac47fe65a19ab9,1582746233,Robinsons Retail Holdings Inc,2.18,0
2198-3392916-2,682995364774d1362b680194baa3e77f,1586705952,Toys R Us Philippines,141.78,0
2198-3392916-2,7b1476c9fbf374be95131ed407c425e3,1591476719,Inquirer Holdings Corporation,41.14,0
2198-3392916-2,81a45db48070a929d857ab88da07e9f0,1608859723,Unimart,224.71,0
2198-3392916-2,bb5771303931127b8cceebc2fc9fc65f,1618236508,Chicco Philippines,90.11,0
2198-3392916-2,d5762acb7d13b5722b966fd315cb77e7,1588536847,Max's Group Inc,36.33,0
2198-3392916-2,df53a6f5a2fec5e34f2c3dc193b40be0,1578730174,Liquigaz Philippines Corp.,61.52,0
2198-3392916-2,0463bed2f8a1299a5166682c814344ac,1600968944,True Value,2.16,0
2198-3392916-2,053103237cffe76a70d52c7a06345865,1596542417,Toys R Us Philippines,63.21,0
2198-3392916-2,1ae27e920d5ffbed47ebe8e8fbecdddd,1623617876,Club Gymnastica,10.79,0
2198-3392916-2,2fab063914f1b26beda9df4a7ab1edb4,1606141834,SM Store,5.38,0
2198-3392916-2,31e7846ad34c095918ef4a9c80243f0b,1628344854,West Elm,11.04,0
2198-3392916-2,64f4a540b21869212b966d254543faef,1622068010,Colgate-Palmolive Philippines Inc.,24.99,0
2198-3392916-2,681fde4d146c513dc60fc6161e0046ab,1634332840,National Bookstore,1.01,0
2198-3392916-2,6973a30407285f3a42d173a7c8c8262a,1622065831,Procter & Gamble Philippines Inc.,46.43,0
2198-3392916-2,739099acd776d2c259efc192a2a3bc90,1610889959,Hill's Pet Nutrition Inc.,33.81,0
2198-3392916-2,9b2ae5dead869dd784c243fe015678e8,1588960870,Lazada,6.02,0
2198-3392916-2,c1bc0ea82a026e3459561d524aa7ba0a,1607238802,Savvys,83.65,0
2198-3392916-2,ce35bdf8a16569c6ef3a158472f9de43,1578699786,True Value,9.16,0
2198-3392916-2,f599d21bdaa9f27b15a7ef839a70f575,1584737998,Zalora,36.6,0
2198-3392916-2,0aef0cf83d831db2e331ad89ba4dca35,1619692338,Caltex (Chevron Corporation),57.66,0
2198-3392916-2,169b211a3c8915e44fde9ccdc4d3d8d2,1578796142,Insular Oil Corp.,92.5,0
2198-3392916-2,18bbe3361e0ecf9f0b34f58022427526,1591376971,SM Retail Inc,6.61,0
2198-3392916-2,2836411f0b93204e8304335a7e6861ab,1635049904,Liquigaz Philippines Corp.,86.57,0
2198-3392916-2,2cd9c1f8f8ea27c1a394d199b5837f62,1596276049,Lazada,58.41,0
2198-3392916-2,437214fb59877519b4cfe00603baec75,1636808895,Human Nature,176.02,0
2198-3392916-2,681ffbfe4d9d1cb37cf7b006cbb4388d,1595203417,Total SE,69.42,0
2198-3392916-2,6da0458eb770d7357f1659a145a29741,1609093525,Kidzoona,46.4,0
2198-3392916-2,72c63a3bbf84ae790cd4973c4a432166,1607108131,Carousell,2.99,0
2198-3392916-2,9611bdcc624177bf5ea23ececce5e62e,1615574273,Tier One Entertainment,92.41,0
2198-3392916-2,9e82e20e1724db42d4bc3da307908462,1598127974,Zalora,1.2,0
2198-3392916-2,a9db884a4e0c039eb089fad2990ddb32,1582922664,ABS-CBN Corporation,33.61,0
2198-3392916-2,ab2a2ba08e0e6a48b4aee65ad6e95dca,1612908174,Pet Warehouse,42.72,0
2198-3392916-2,cf021f46aa208e766ce97b4db1e47ea6,1621790227,DealGrocer,53.38,0
2198-3392916-2,ea921aca6bdb8664998aa442eb62f440,1625967388,Hawk Bags,3.41,0
2198-3392916-2,edec96a322af351f574e66a7548a5a43,1635720010,The Table Group,68.47,0
2198-3392916-2,072cababf71f9de9705abe0bc8cf0d1b,1586622456,Iams Co,48.78,0
2198-3392916-2,0ffc855d1fa0d673eb08a6b9d508a011,1629253451,Phoenix Petroleum,70.47,0
2198-3392916-2,3a630326128baee6afe1c75fbf496ef3,1621793201,Lazada,391.76,0
2198-3392916-2,424ad03ef814ce36fa3967693595495f,1610065963,Centrum Fuel,53.07,0
2198-3392916-2,42a7afe2091d2b7ac46a2c3e762c15b5,1627663907,Toys R Us Philippines,112.0,0
2198-3392916-2,58acddcba506e743693f138300fadaf0,1590248052,Happy Foods Group,30.09,0
2198-3392916-2,62fd28144ebf3af7a1404ac73359c69b,1579293843,Eventscape Manila,145.67,0
2198-3392916-2,9371df1aa414f7ec27b456e105d44c60,1609428190,PetExpress,34.45,0
2198-3392916-2,c1e8cdf98b68861908632a103cb077d1,1596984589,Goldilocks Bakeshop Inc,27.24,0
2198-3392916-2,c2464ae4d3d183a97da3181b35cd0f5c,1611445270,Carousell,9.02,0
2198-3392916-2,c5e9db9153173b3afe8e8873f86de432,1624746942,RRCG Transport,3.85,0
2198-3392916-2,c785e96c3a35057608e5e14d5fef479e,1598623722,Yum! Brands Inc,64.27,0
2198-3392916-2,d9a6e8b0e6223209da90baf11565b495,1590841422,SM Retail Inc,21.78,0
2198-3392916-2,05c294fcb28b64823d44cbdacdb2b024,1578463691,S&R Membership Shopping,193.8,0
2198-3392916-2,4967ece422a7d6c330f8ba3be8a71f79,1630265230,Gaisano Grand Group,69.77,0
2198-3392916-2,617cf64f51d3073c83b2f8f746792465,1628094992,PetExpress,34.88,0
2198-3392916-2,82dc7ca8ebe65f57b05429e21b53d5c7,1613710197,Growcery MNL,31.96,0
2198-3392916-2,84f77c1e6575c1a3a10641b64ce5d6fe,1615776675,KCC Supermarket,258.73,0
2198-3392916-2,8bb14aeee81973c570d1930d27cc85b6,1607632842,Dunkin Brands Group Inc,37.57,0
2198-3392916-2,93170c639831950fd74f9d96813e0f5c,1593003874,SB Furniture Industry Co,27.59,0
2198-3392916-2,b0beabf27270cc9996c47a1d20fe3fce,1588951027,Yum! Brands Inc,21.26,0
2198-3392916-2,cfaf8eaae461a9da1d1b667298b166cb,1632439831,Splash Corp.,52.48,0
2198-3392916-2,002bd25832c38fa5e103f6577d40484a,1609362159,Anytime Fitness,25.7,0
2198-3392916-2,34c4e722b7e65f8fb5dbfaa165503865,1616347431,Landmark Corp,3.33,0
2198-3392916-2,37bf0c338707db6d8dd73304f6bfe7b0,1584452084,McDonalds Corp,70.89,0
2198-3392916-2,5f563c20658d89185b27464cdd47192d,1594022115,Hawk Bags,239.17,0
2198-3392916-2,85075be88a61bd4c9e13c71c407964ea,1629166099,Ensogo,63.53,0
2198-3392916-2,8eae0b54bc31dc2ace9a02ff5abff8f5,1617493117,Sawasdee Marketing Corp,1.75,0
2198-3392916-2,9f3719809384e4acc790885e6060e3e0,1578725034,Waltermart Supermarket Inc,55.6,0
2198-3392916-2,a4fa717a06471d11ceab61b6fc5aaa53,1587247217,L'Oreal Philippines Inc.,93.15,0
2198-3392916-2,b134f420097a86e11ce86a04a30b3969,1582225681,Japan Home Center,3.5,0
2198-3392916-2,c69f4193593f332aa72eb1912c72ee0a,1633830964,SeaOil Philippines Inc.,66.95,0
2198-3392916-2,c7617f94ac0101d1519c817dca60b083,1594385349,Kidzoona,15.34,0
2198-3392916-2,d4e3510b7fa2afbcbed70bd3f439fb1c,1630862809,Rustans,45.97,0
2198-3392916-2,d7b29b8666db2662972130f06312581e,1583817170,Robinsons Retail Holdings Inc,162.16,0
2198-3392916-2,d9bfc2cb9ad103f5c80e75933d7eabce,1632597090,Johnson & Johnson (Philippines) Inc.,15.93,0
2198-3392916-2,117473b981abb735cbfec70b987bb3d3,1581361251,SM Retail Inc,119.72,0
2198-3392916-2,43b6791d82641091a5b5fc184839e540,1588581133,Pioneer Center Supermarket,240.32,0
2198-3392916-2,8c4d0f0e3a81a79520ccea9579943a08,1598635242,BeautyMNL,5.6,0
2198-3392916-2,95fcd318a6ec6ed5cafc30752acd112d,1627514195,Daiso,9.7,0
2198-3392916-2,ef88e2ed5efec6416e86caf84bd45506,1624274234,Lazada,22.75,0
2198-3392916-2,f64fd9f59e80abbc10e88d67e6529c46,1621786674,ABS-CBN Corporation,20.85,0
2198-3392916-2,024b625cd5b5f5ce49fcc24063d96b2a,1606951476,McDonalds Corp,105.85,0
2198-3392916-2,112607f1b13d6389ff69900d18784e76,1623376224,Centrum Fuel,59.09,0
2198-3392916-2,2d79f065f785a980f5cfa3078010835f,1629594121,CD-R King,70.1,0
2198-3392916-2,ab54d619ac22c89ecfc63910d75f42fb,1604731665,Pilipinas Shell,61.0,0
2198-3392916-2,b00703352a9089a79cc2ba5343332aef,1607161857,Decathlon,366.24,0
2198-3392916-2,b156e94e8175914ad4dfa309aa61b076,1588534496,Stage Act Philippines Production Company,135.66,0
2198-3392916-2,c4126ddb829fd3e50440c8136ed389b3,1608093220,Unimart,226.57,0
2198-3392916-2,ffe485a6e56be23a400bf2ce0f8f464f,1637438619,Tier One Entertainment,107.58,0
2198-3392916-2,00054c00984f0ff8b377a6fb197c9442,1605294928,Ace Hardware,2.37,0
2198-3392916-2,0247ab1726552f9e438d6cf6cbdec3eb,1624370331,Ikea,170.74,0
2198-3392916-2,0a16177502cee79400bce2640d9aea88,1582237366,Japan Home Center,9.31,0
2198-3392916-2,2f5cf88484523ea00e23a252ac293ec7,1587129339,Procter & Gamble Philippines Inc.,13.24,0
2198-3392916-2,353c8be1c7e10157a6cae0b72a6f555b,1632515115,SilanganFit,44.41,0
2198-3392916-2,5b5b289a8396c664dcb8aa1f6c0d10c9,1591924547,S&R Membership Shopping,245.61,0
2198-3392916-2,6a406cf6c4d78d8d6e3c331850c07baa,1623269960,Procter & Gamble Philippines Inc.,51.89,0
2198-3392916-2,89de7a9ce8b5986fa9409da3e80b3e7b,1635800694,Metro Retail Stores Group,1.43,0
2198-3392916-2,d0b399da0e1bf109b3e6c3a70eb9171d,1607792905,Anytime Fitness,144.72,0
2198-3392916-2,db49c1e1de03f6d9a2a3b4a067f1f654,1578767964,Zalora,5.34,0
2198-3392916-2,24c042e0f680a93dc5243b435e62339e,1589022517,Typo,296.6,0
2198-3392916-2,6b5f10b08fab73dd40f9896207cf44f1,1587079387,Shopee,5.16,0
2198-3392916-2,6f795d27655046c89a7c3e383a53c723,1616080043,eBay,7.01,0
2198-3392916-2,79f43a02ec3eef2aa80d9108da3179c7,1629551557,Pet Warehouse,34.8,0
2198-3392916-2,7c70d1974defdeb80051ca53287b50c5,1612267559,The Moment Group,27.76,0
2198-3392916-2,96bafc0071697d717f9edf30119fea6e,1607713434,Curves,90.27,0
2198-3392916-2,b431d37532c01828f88e0bbfef4148b2,1603114832,Urban Pets,36.05,0
2198-3392916-2,f411024192fee8907ee6e8798c1b1158,1624834654,Fully Booked,25.11,0
2198-3392916-2,f5a64576060c0a2a47feea6f9af8b977,1622041703,Lazada,37.73,0
2198-3392916-2,ffc5371b80e6fa0c74f24487d7a024d8,1627225983,Bioresearch,39.44,0
2198-3392916-2,30e09c2e43d3ff1bb417b69040ecdb05,1607892553,True Value,9.16,0
2198-3392916-2,371a5087db33b11ea2c2bc58f2dd3b2e,1591592302,Kimstore,9.4,0
2198-3392916-2,47ca4782917dccc5246f2ad6eb7f917d,1585870540,Anytime Fitness,50.64,0
2198-3392916-2,4d1ecf9179e790e8fdfac01244289ce5,1582903968,Johnson & Johnson (Philippines) Inc.,2.38,0
2198-3392916-2,5871dafcd55ddbefd2b099564c7d92ea,1586713596,360 Fitness Club,136.47,0
2198-3392916-2,8b2732c2fcf244497726134bc8b06743,1588808957,Muji,6.98,0
2198-3392916-2,9699228f6304fe092381cdcd2a24a6a7,1590200881,Travel Club,43.8,0
2198-3392916-2,ad4082c14482a98227db9c770d29b7a4,1580473966,FiveStar,1.37,0
2198-3392916-2,ae57508daa45509c923fe916dd6fc719,1602954268,Japan Homes,38.05,0
